id,name,city,country,iata,icao,latitude,longitude,altitude,offset,dst,timezone
3297,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,United States,HHR,KHHR,33.922798,-118.334999,66,-8,A,America/Los_Angeles
3298,Houlton International Airport,Houlton,United States,HUL,KHUL,46.12310028,-67.792099,489,-5,A,America/New_York
3299,Vance Air Force Base,Enid,United States,END,KEND,36.33919907,-97.91649628,1307,-6,A,America/Chicago
3300,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,United States,NTD,KNTD,34.12030029,-119.1210022,13,-8,A,America/Los_Angeles
3301,Edwards Air Force Base,Edwards Afb,United States,EDW,KEDW,34.905399,-117.884003,2312,-8,A,America/Los_Angeles
3302,Lake Charles Regional Airport,Lake Charles,United States,LCH,KLCH,30.12610054,-93.22329712,15,-6,A,America/Chicago
3303,Kona International At Keahole Airport,Kona,United States,KOA,PHKO,19.73880005,-156.0460052,47,-10,N,Pacific/Honolulu
3304,Myrtle Beach International Airport,Myrtle Beach,United States,MYR,KMYR,33.67969894,-78.92829895,25,-5,A,America/New_York
3305,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,United States,NLC,KNLC,36.33300018,-119.9520035,232,-8,A,America/Los_Angeles
3306,Nantucket Memorial Airport,Nantucket,United States,ACK,KACK,41.25310135,-70.06020355,47,-5,A,America/New_York
3307,Felker Army Air Field,Fort Eustis,United States,FAF,KFAF,37.13249969,-76.6088028,12,-5,A,America/New_York
3308,Campbell AAF (Fort Campbell) Air Field,Hopkinsville,United States,HOP,KHOP,36.66859818,-87.49620056,573,-6,A,America/Chicago
3309,Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,38.8521,-77.037697,15,-5,A,America/New_York
3310,Patuxent River Naval Air Station/Trapnell Field Aiport,Patuxent River,United States,NHK,KNHK,38.2859993,-76.41179657,39,-5,A,America/New_York
3311,Palacios Municipal Airport,Palacios,United States,PSX,KPSX,28.72750092,-96.25099945,14,-6,A,America/Chicago
3312,Arkansas International Airport,Blytheville,United States,BYH,KBYH,35.96429825,-89.94400024,254,-6,A,America/Chicago
3313,Atlantic City International Airport,Atlantic City,United States,ACY,KACY,39.45759964,-74.57720184,75,-5,A,America/New_York
3314,Tinker Air Force Base,Oklahoma City,United States,TIK,KTIK,35.41469955,-97.38659668,1291,-6,A,America/Chicago
3315,Pueblo Memorial Airport,Pueblo,United States,PUB,KPUB,38.28910065,-104.4970016,4726,-7,A,America/Denver
3316,Northern Maine Regional Airport at Presque Isle,Presque Isle,United States,PQI,KPQI,46.68899918,-68.0447998,534,-5,A,America/New_York
3317,Gray Army Air Field,Fort Lewis,United States,GRF,KGRF,47.07920074,-122.5810013,300,-8,A,America/Los_Angeles
3318,Kodiak Airport,Kodiak,United States,ADQ,PADQ,57.75,-152.4940033,78,-9,A,America/Anchorage
3319,Upolu Airport,Opolu,United States,UPP,PHUP,20.26530075,-155.8600006,96,-10,A,Pacific/Honolulu
3320,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.07259941,-80.15270233,9,-5,A,America/New_York
3321,Davis Field,Muskogee,United States,MKO,KMKO,35.65650177,-95.36669922,611,-6,A,America/Chicago
3322,Falls International Airport,International Falls,United States,INL,KINL,48.56620026,-93.40309906,1185,-6,A,America/Chicago
3323,Salt Lake City International Airport,Salt Lake City,United States,SLC,KSLC,40.78839874,-111.9779968,4227,-7,A,America/Denver
3324,Childress Municipal Airport,Childress,United States,CDS,KCDS,34.43379974,-100.288002,1954,-6,A,America/Chicago
3325,Keesler Air Force Base,Biloxi,United States,BIX,KBIX,30.41040039,-88.92440033,33,-6,A,America/Chicago
3326,Lawson Army Air Field (Fort Benning),Fort Benning,United States,LSF,KLSF,32.33729935,-84.99130249,232,-5,A,America/New_York
3327,Marshall Army Air Field,Fort Riley,United States,FRI,KFRI,39.05530167,-96.76450348,1065,-6,A,America/Chicago
3328,Harrisburg International Airport,Harrisburg,United States,MDT,KMDT,40.19350052,-76.76339722,310,-5,A,America/New_York
3329,Lincoln Airport,Lincoln,United States,LNK,KLNK,40.85100174,-96.75920105,1219,-6,A,America/Chicago
3330,Capital City Airport,Lansing,United States,LAN,KLAN,42.77870178,-84.58740234,861,-5,A,America/New_York
3331,Waimea Kohala Airport,Kamuela,United States,MUE,PHMU,20.00130081,-155.6679993,2671,-10,A,Pacific/Honolulu
3332,Massena International Richards Field,Massena,United States,MSS,KMSS,44.93579865,-74.84559631,215,-5,A,America/New_York
3333,Hickory Regional Airport,Hickory,United States,HKY,KHKY,35.74110031,-81.38950348,1190,-5,A,America/New_York
3334,Albert Whitted Airport,St. Petersburg,United States,SPG,KSPG,27.76510048,-82.6269989,7,-5,A,America/New_York
3335,Page Field,Fort Myers,United States,FMY,KFMY,26.58659935,-81.86329651,17,-5,A,America/New_York
3336,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.9843998,-95.34140015,97,-6,A,America/Chicago
3337,Millinocket Municipal Airport,Millinocket,United States,MLT,KMLT,45.64780045,-68.68560028,408,-5,A,America/New_York
3338,Andrews Air Force Base,Camp Springs,United States,ADW,KADW,38.81079865,-76.86699677,280,-5,A,America/New_York
3339,Smith Reynolds Airport,Winston-salem,United States,INT,KINT,36.13370132,-80.22200012,969,-5,A,America/New_York
3340,Southern California Logistics Airport,Victorville,United States,VCV,KVCV,34.59749985,-117.3830032,2885,-8,A,America/Los_Angeles
3341,Bob Sikes Airport,Crestview,United States,CEW,KCEW,30.77879906,-86.52210236,213,-6,A,America/Chicago
3342,Wheeler Sack Army Air Field,Fort Drum,United States,GTB,KGTB,44.05559921,-75.71949768,688,-5,A,America/New_York
3343,St Clair County International Airport,Port Huron,United States,PHN,KPHN,42.9109993,-82.52890015,650,-5,A,America/New_York
3344,Meadows Field,Bakersfield,United States,BFL,KBFL,35.43360138,-119.0569992,510,-8,A,America/Los_Angeles
3345,El Paso International Airport,El Paso,United States,ELP,KELP,31.80719948,-106.3779984,3959,-7,A,America/Denver
3346,Valley International Airport,Harlingen,United States,HRL,KHRL,26.22850037,-97.65440369,36,-6,A,America/Chicago
3347,Columbia Metropolitan Airport,Columbia,United States,CAE,KCAE,33.93880081,-81.11949921,236,-5,A,America/New_York
3348,Davis Monthan Air Force Base,Tucson,United States,DMA,KDMA,32.16650009,-110.8830032,2704,-7,A,America/Phoenix
3349,Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,United States,NPA,KNPA,30.35269928,-87.31860352,28,-6,A,America/Chicago
3350,Pensacola Regional Airport,Pensacola,United States,PNS,KPNS,30.47340012,-87.18659973,121,-6,A,America/Chicago
3351,Grand Forks Air Force Base,Red River,United States,RDR,KRDR,47.96110153,-97.40119934,913,-6,A,America/Chicago
3352,William P Hobby Airport,Houston,United States,HOU,KHOU,29.64539909,-95.27890015,46,-6,A,America/Chicago
3353,Buckley Air Force Base,Buckley,United States,BKF,KBKF,39.7016983,-104.7519989,5662,-7,A,America/Denver
3354,Northway Airport,Northway,United States,ORT,PAOR,62.9612999,-141.9290009,1715,-9,A,America/Anchorage
3355,Palmer Municipal Airport,Palmer,United States,PAQ,PAAQ,61.59489822,-149.0890045,242,-9,A,America/Anchorage
3356,Pittsburgh International Airport,Pittsburgh,United States,PIT,KPIT,40.49150085,-80.23290253,1203,-5,A,America/New_York
3357,Wiley Post Will Rogers Memorial Airport,Barrow,United States,BRW,PABR,71.285402,-156.766008,44,-9,A,America/Anchorage
3358,Ellington Airport,Houston,United States,EFD,KEFD,29.6072998,-95.15879822,32,-6,A,America/Chicago
3359,Whidbey Island Naval Air Station /Ault Field/ Airport,Whidbey Island,United States,NUW,KNUW,48.35179901,-122.6559982,47,-8,A,America/Los_Angeles
3360,Alice International Airport,Alice,United States,ALI,KALI,27.74090004,-98.02690125,178,-6,A,America/Chicago
3361,Moody Air Force Base,Valdosta,United States,VAD,KVAD,30.96780014,-83.19300079,233,-5,A,America/New_York
3362,Miami International Airport,Miami,United States,MIA,KMIA,25.79319954,-80.29060364,8,-5,A,America/New_York
3363,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.44900131,-122.3089981,433,-8,A,America/Los_Angeles
3364,Lovell Field,Chattanooga,United States,CHA,KCHA,35.03530121,-85.20379639,683,-5,A,America/New_York
3365,Igor I Sikorsky Memorial Airport,Stratford,United States,BDR,KBDR,41.16350174,-73.12619781,9,-5,A,America/New_York
3366,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,JAN,KJAN,32.31119919,-90.07589722,346,-6,A,America/Chicago
3367,Scholes International At Galveston Airport,Galveston,United States,GLS,KGLS,29.26530075,-94.86039734,6,-6,A,America/Chicago
3368,Long Beach /Daugherty Field/ Airport,Long Beach,United States,LGB,KLGB,33.81769943,-118.1520004,60,-8,A,America/Los_Angeles
3369,Dillingham Airfield,Dillingham,United States,HDH,PHDH,21.5795002,-158.1970062,14,-10,A,Pacific/Honolulu
3370,Williamsport Regional Airport,Williamsport,United States,IPT,KIPT,41.2417984,-76.9210968,529,-5,A,America/New_York
3371,Indianapolis International Airport,Indianapolis,United States,IND,KIND,39.7173,-86.294403,797,-5,A,America/New_York
3372,Whiteman Air Force Base,Knobnoster,United States,SZL,KSZL,38.7303009,-93.54789734,870,-6,A,America/Chicago
3373,Akron Fulton International Airport,Akron,United States,AKC,KAKR,41.03749847,-81.46690369,1067,-5,A,America/New_York
3374,Greenwood?Leflore Airport,Greenwood,United States,GWO,KGWO,33.49430084,-90.08470154,162,-6,A,America/Chicago
3375,Westchester County Airport,White Plains,United States,HPN,KHPN,41.06700134,-73.70760345,439,-5,A,America/New_York
3376,Francis S Gabreski Airport,West Hampton Beach,United States,FOK,KFOK,40.84370041,-72.63179779,67,-5,A,America/New_York
3377,Jonesboro Municipal Airport,Jonesboro,United States,JBR,KJBR,35.83169937,-90.64640045,262,-6,A,America/Chicago
3378,Tonopah Test Range Airport,Tonopah,United States,\N,KTNX,37.79880142,-116.7809982,5549,-8,A,America/Los_Angeles
3379,Palm Beach County Park Airport,West Palm Beach,United States,LNA,KLNA,26.59300041,-80.08509827,14,-5,A,America/New_York
3380,North Island Naval Air Station-Halsey Field,San Diego,United States,NZY,KNZY,32.69919968,-117.2149963,26,-8,A,America/Los_Angeles
3381,Biggs Army Air Field (Fort Bliss),El Paso,United States,BIF,KBIF,31.84950066,-106.3799973,3946,-7,A,America/Denver
3382,Yuma MCAS/Yuma International Airport,Yuma,United States,YUM,KNYL,32.65660095,-114.6060028,213,-7,N,America/Phoenix
3383,Cavern City Air Terminal,Carlsbad,United States,CNM,KCNM,32.33750153,-104.2630005,3295,-7,A,America/Denver
3384,Duluth International Airport,Duluth,United States,DLH,KDLH,46.84209824,-92.19360352,1428,-6,A,America/Chicago
3385,Bethel Airport,Bethel,United States,BET,PABE,60.77980042,-161.8379974,126,-9,A,America/Anchorage
3386,Bowman Field,Louisville,United States,LOU,KLOU,38.22800064,-85.66369629,546,-5,A,America/New_York
3387,Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,United States,FHU,KFHU,31.58849907,-110.3440018,4719,-7,A,America/Phoenix
3388,Lihue Airport,Lihue,United States,LIH,PHLI,21.97599983,-159.3390045,153,-10,N,Pacific/Honolulu
3389,Terre Haute International Hulman Field,Terre Haute,United States,HUF,KHUF,39.45149994,-87.30760193,589,-5,A,America/New_York
3390,Havre City County Airport,Havre,United States,HVR,KHVR,48.54299927,-109.762001,2591,-7,A,America/Denver
3391,Grant County International Airport,Grant County Airport,United States,MWH,KMWH,47.20769882,-119.3199997,1189,-8,A,America/Los_Angeles
3392,Edward F Knapp State Airport,Montpelier,United States,MPV,KMPV,44.20349884,-72.56230164,1166,-5,A,America/New_York
3393,San Nicolas Island Nolf Airport,San Nicolas Island,United States,\N,KNSI,33.2397995,-119.4580002,506,-8,A,America/Los_Angeles
3394,Richmond International Airport,Richmond,United States,RIC,KRIC,37.50519943,-77.31970215,167,-5,A,America/New_York
3395,Shreveport Regional Airport,Shreveport,United States,SHV,KSHV,32.44660187,-93.82559967,258,-6,A,America/Chicago
3396,Merle K (Mudhole) Smith Airport,Cordova,United States,CDV,PACV,60.4917984,-145.4779968,54,-9,A,America/Anchorage
3397,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.89459991,-76.20120239,26,-5,A,America/New_York
3398,Southeast Texas Regional Airport,Beaumont,United States,BPT,KBPT,29.95079994,-94.02069855,15,-6,A,America/Chicago
3399,Savannah Hilton Head International Airport,Savannah,United States,SAV,KSAV,32.12760162,-81.20210266,50,-5,A,America/New_York
3400,Hill Air Force Base,Ogden,United States,HIF,KHIF,41.12403,-111.973086,4789,-7,A,America/Denver
3401,Nome Airport,Nome,United States,OME,PAOM,64.5121994,-165.4450073,37,-9,A,America/Anchorage
3402,Scappoose Industrial Airpark,San Luis,United States,\N,KSPB,45.77099991,-122.8619995,58,-8,A,America/Los_Angeles
3403,St Petersburg Clearwater International Airport,St. Petersburg,United States,PIE,KPIE,27.91020012,-82.68740082,11,-5,A,America/New_York
3404,Menominee Marinette Twin County Airport,Macon,United States,MNM,KMNM,45.12670135,-87.63839722,625,-6,A,America/Chicago
3405,Lone Star Executive Airport,Conroe,United States,CXO,KCXO,30.35180092,-95.41449738,245,-6,A,America/Chicago
3406,Deadhorse Airport,Deadhorse,United States,SCC,PASC,70.19470215,-148.4649963,65,-9,A,America/Anchorage
3407,San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.53370094,-98.46980286,809,-6,A,America/Chicago
3408,Greater Rochester International Airport,Rochester,United States,ROC,KROC,43.1189003,-77.67240143,559,-5,A,America/New_York
3409,Patrick Air Force Base,Coco Beach,United States,COF,KCOF,28.23489952,-80.61009979,8,-5,A,America/New_York
3410,Teterboro Airport,Teterboro,United States,TEB,KTEB,40.85010147,-74.06079865,9,-5,A,America/New_York
3411,Ellsworth Air Force Base,Rapid City,United States,RCA,KRCA,44.14500046,-103.1039963,3276,-7,A,America/Denver
3412,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,KRDU,35.87760162,-78.78749847,435,-5,A,America/New_York
3413,James M Cox Dayton International Airport,Dayton,United States,DAY,KDAY,39.90240097,-84.2193985,1009,-5,A,America/New_York
3414,Kenai Municipal Airport,Kenai,United States,ENA,PAEN,60.57310104,-151.2449951,99,-9,A,America/Anchorage
3415,Mc Alester Regional Airport,Mcalester,United States,MLC,KMLC,34.88240051,-95.78350067,770,-6,A,America/Chicago
3416,Niagara Falls International Airport,Niagara Falls,United States,IAG,KIAG,43.1072998,-78.94619751,589,-5,A,America/New_York
3417,Coulter Field,Bryan,United States,CFD,KCFD,30.71570015,-96.33139801,367,-6,A,America/Chicago
3418,Wright Aaf (Fort Stewart)/Midcoast Regional Airport,Wright,United States,\N,KLHW,31.88909912,-81.56230164,45,-5,A,America/New_York
3419,Newport News Williamsburg International Airport,Newport News,United States,PHF,KPHF,37.13190079,-76.49299622,42,-5,A,America/New_York
3420,Esler Regional Airport,Alexandria,United States,ESF,KESF,31.39489937,-92.29579926,112,-6,A,America/Chicago
3421,Altus Air Force Base,Altus,United States,LTS,KLTS,34.667099,-99.26670074,1382,-6,A,America/Chicago
3422,Tucson International Airport,Tucson,United States,TUS,KTUS,32.11610031,-110.9410019,2643,-7,N,America/Phoenix
3423,Minot Air Force Base,Minot,United States,MIB,KMIB,48.41559982,-101.3580017,1667,-6,A,America/Chicago
3424,Beale Air Force Base,Marysville,United States,BAB,KBAB,39.13610077,-121.4369965,113,-8,A,America/Los_Angeles
3425,Greater Kankakee Airport,Kankakee,United States,IKK,KIKK,41.07139969,-87.84629822,630,-6,A,America/Chicago
3426,Seymour Johnson Air Force Base,Goldsboro,United States,GSB,KGSB,35.33940125,-77.96060181,109,-5,A,America/New_York
3427,Theodore Francis Green State Airport,Providence,United States,PVD,KPVD,41.73260117,-71.42040253,55,-5,A,America/New_York
3428,Salisbury Ocean City Wicomico Regional Airport,Salisbury,United States,SBY,KSBY,38.34049988,-75.51029968,52,-5,A,America/New_York
3429,Rancho Murieta Airport,Rancho Murieta,United States,RIU,KRIU,38.48680115,-121.1029968,141,-8,A,America/Los_Angeles
3430,Bob Hope Airport,Burbank,United States,BUR,KBUR,34.20069885,-118.3590012,778,-8,A,America/Los_Angeles
3431,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,KDTW,42.21239853,-83.35340118,645,-5,A,America/New_York
3432,Tampa International Airport,Tampa,United States,TPA,KTPA,27.97550011,-82.53320313,26,-5,A,America/New_York
3433,Pembina Municipal Airport,Pembina,United States,PMB,KPMB,48.94250107,-97.24079895,795,-6,A,America/Chicago
3434,Polk Army Air Field,Fort Polk,United States,POE,KPOE,31.0447998,-93.1917038,330,-6,A,America/Chicago
3435,Eielson Air Force Base,Fairbanks,United States,EIL,PAEI,64.66570282,-147.102005,547,-9,A,America/Anchorage
3436,Range Regional Airport,Hibbing,United States,HIB,KHIB,47.38660049,-92.83899689,1354,-6,A,America/Chicago
3437,Angelina County Airport,Lufkin,United States,LFK,KLFK,31.23399925,-94.75,296,-6,A,America/Chicago
3438,Midland International Airport,Midland,United States,MAF,KMAF,31.94249916,-102.2020035,2871,-6,A,America/Chicago
3439,Austin Straubel International Airport,Green Bay,United States,GRB,KGRB,44.48509979,-88.12960052,695,-6,A,America/Chicago
3440,Ardmore Municipal Airport,Ardmore,United States,ADM,KADM,34.30301,-97.0196342,777,-6,A,America/Chicago
3441,Mc Guire Air Force Base,Wrightstown,United States,WRI,KWRI,40.0155983,-74.59169769,131,-5,A,America/New_York
3442,Cherry Point MCAS /Cunningham Field/,Cherry Point,United States,\N,KNKT,34.90090179,-76.88069916,29,-5,A,America/New_York
3443,Emanuel County Airport,Santa Barbara,United States,SBO,KSBO,32.60910034,-82.36990356,327,-5,A,America/New_York
3444,Augusta Regional At Bush Field,Bush Field,United States,AGS,KAGS,33.36989975,-81.96450043,144,-5,A,America/New_York
3445,Sloulin Field International Airport,Williston,United States,ISN,KISN,48.17789841,-103.6419983,1982,-6,A,America/Chicago
3446,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,LIT,KLIT,34.72940063,-92.22429657,262,-6,A,America/Chicago
3447,Stewart International Airport,Newburgh,United States,SWF,KSWF,41.5041008,-74.10479736,491,-5,A,America/New_York
3448,Baudette International Airport,Baudette,United States,BDE,KBDE,48.72840118,-94.61219788,1086,-6,A,America/Chicago
3449,Sacramento Executive Airport,Sacramento,United States,SAC,KSAC,38.51250076,-121.4929962,24,-8,A,America/Los_Angeles
3450,Homer Airport,Homer,United States,HOM,PAHO,59.64559937,-151.477005,84,-9,A,America/Anchorage
3451,Waynesville-St. Robert Regional Forney field,Fort Leonardwood,United States,TBN,KTBN,37.74160004,-92.14070129,1159,-6,A,America/Chicago
3452,Dobbins Air Reserve Base,Marietta,United States,MGE,KMGE,33.91540146,-84.51629639,1068,-5,A,America/New_York
3453,Fairchild Air Force Base,Spokane,United States,SKA,KSKA,47.61510086,-117.6559982,2461,-8,A,America/Los_Angeles
3454,Roscommon County - Blodgett Memorial Airport,Houghton Lake,United States,HTL,KHTL,44.359798,-84.671095,1150,-5,A,America/New_York
3455,Tyndall Air Force Base,Panama City,United States,PAM,KPAM,30.06959915,-85.57540131,17,-6,A,America/Chicago
3456,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.89680099,-97.03800201,607,-6,A,America/Chicago
3457,Melbourne International Airport,Melbourne,United States,MLB,KMLB,28.10280037,-80.64530182,33,-5,A,America/New_York
3458,McChord Air Force Base,Tacoma,United States,TCM,KTCM,47.13769913,-122.4759979,322,-8,A,America/Los_Angeles
3459,Austin Bergstrom International Airport,Austin,United States,AUS,KAUS,30.19449997,-97.66989899,542,-6,A,America/Chicago
3460,Rickenbacker International Airport,Columbus,United States,LCK,KLCK,39.813801,-82.927803,744,-5,A,America/New_York
3461,Sawyer International Airport,Gwinn,United States,MQT,KSAW,46.35359955,-87.395401,1221,-5,A,America/New_York
3462,McGhee Tyson Airport,Knoxville,United States,TYS,KTYS,35.81100082,-83.9940033,981,-5,A,America/New_York
3463,Hood Army Air Field,Fort Hood,United States,HLR,KHLR,31.13870049,-97.71450043,924,-6,A,America/Chicago
3464,Lambert St Louis International Airport,St. Louis,United States,STL,KSTL,38.74869919,-90.37000275,618,-6,A,America/Chicago
3465,Millville Municipal Airport,Millville,United States,MIV,KMIV,39.36780167,-75.07219696,85,-5,A,America/New_York
3466,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,United States,SPS,KSPS,33.98880005,-98.49189758,1019,-6,A,America/Chicago
3467,Cincinnati Municipal Airport Lunken Field,Cincinnati,United States,LUK,KLUK,39.10329819,-84.41860199,483,-5,A,America/New_York
3468,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.63669968,-84.42810059,1026,-5,A,America/New_York
