"Time","Amount"
93133,12.99
93134,14.95
93136,69.02
93138,422.94
93139,109.8
93140,9.99
93141,2.54
93142,218
93144,2.54
93151,38.95
93153,134.06
93157,5.86
93157,1.78
93167,8.76
93168,20.89
93175,32.98
93185,9.21
93191,2.49
93193,50
93194,12.31
93194,45.63
93195,3.57
93196,281.44
93200,60
93228,17.29
93240,1.79
93242,21.1
93243,4.49
93245,4.99
93248,38
93250,0
93251,15.13
93256,176.65
93260,31.5
93261,1
93264,88.45
93266,51.3
93267,0.77
93267,9.99
93268,7.49
93269,15.3
93269,22.39
93271,143.1
93276,240
93277,10.99
93283,29.98
93283,15.3
93284,400
93285,15.14
93285,11.99
93286,23.26
93287,104.03
93288,9.95
93289,8
93294,1.98
93298,0.76
93298,40.85
93299,13.48
93299,121.88
93300,4.49
93300,8.4
93303,12.99
93306,7.63
93308,80
93310,6.2
93312,12.99
93312,77.59
93314,0
93315,7.63
93315,15.13
93317,2.78
93317,12.99
93323,7.63
93327,1.98
93328,3.79
93332,26.65
93332,0.99
93333,59.9
93334,8.9
93336,1.98
93338,0.89
93342,69.99
93344,24
93347,119.78
93349,64
93353,51.75
93353,7.85
93355,15.21
93357,6
93358,7.63
93363,10
93364,46
93365,40.46
93368,50
93369,49.73
93379,4.7
93380,29.95
93383,218.04
93384,37.5
93386,8.99
93386,4.36
93387,0.76
93387,0.77
93389,196.96
93392,33.58
93393,18.93
93393,39.95
93394,0.69
93395,27.61
93398,45.79
93403,37.5
93404,3.78
93414,97.5
93418,29.99
93430,9.88
93438,82
93439,15
93441,16.01
93441,60.53
93441,15.99
93443,28.63
93444,0.76
93448,7.78
93449,9.99
93454,51.08
93458,38.17
93477,53.13
93484,8.32
93485,8.44
93491,2
93493,106.66
93496,1.79
93496,9.99
93496,49.31
93498,1.98
93507,112
93508,15.16
93509,87.48
93510,0.77
93515,22.81
93521,29
93522,38.42
93526,6.14
93528,6
93531,1.98
93540,49.44
93548,65.94
93548,67.94
93556,39
93558,37.25
93562,494.15
93562,41.03
93566,42.09
93566,49.98
93568,0.77
93573,1
93574,118
93577,955.1
93580,81.97
93581,444.98
93582,1
93589,81.8
93590,9.99
93591,14.95
93595,99.95
93598,8.07
93599,1
93600,38
93602,5.75
93603,15.9
93605,60.09
93607,21
93607,18.92
93609,15.9
93609,68.45
93609,3.69
93610,58
93611,113.28
93612,2.01
93612,21
93613,91.15
93613,8.07
93613,0.85
93613,5
93613,0.75
93614,118.7
93615,45
93616,3.44
93620,29.8
93622,0.76
93629,1.98
93631,4.45
93632,18.26
93636,418.39
93641,190.16
93642,14.14
93647,9
93648,0.76
93651,39.99
93651,14.49
93655,123.86
93655,135.12
93655,0.99
93655,139
93656,9.98
93658,206.43
93665,9.1
93665,6
93670,117.44
93672,5
93674,1.46
93675,32
93675,13
93678,63
93679,10
93681,179
93684,15
93691,128.02
93693,9.99
93696,438.04
93697,128.6
93697,4.4
93698,1
93700,77.85
93703,15
93705,8.92
93705,1
93707,150.4
93708,150.94
93709,48.99
93710,119
93711,100
93711,123.4
93712,24.95
93712,74.91
93715,42.81
93720,3.75
93722,29.7
93726,15.9
93728,2.25
93728,33
93729,24.95
93729,7.53
93731,3.79
93731,15.9
93734,45
93742,49.99
93742,1
93744,0.89
93744,9.99
93751,16.95
93752,7
93753,6
93753,14
93755,25
93757,59.62
93758,16
93765,1.98
93767,0.92
93768,3.57
93768,3.13
93769,10
93772,25
93773,25.47
93774,16.23
93774,16.23
93774,15.18
93774,15.18
93776,84.95
93783,19.57
93787,70.94
93788,360.94
93788,24.85
93789,15.88
93790,9.72
93798,4.58
93798,5.25
93798,20.99
93800,3.79
93800,1.98
93802,31.76
93804,70.11
93806,5.37
93810,61.61
93810,15
93813,9.53
93814,41.33
93815,37.93
93816,22.75
93818,29.55
93823,75.86
93823,29.57
93824,9.99
93824,8.54
93825,17.26
93826,8.75
93827,11.38
93828,63.9
93829,1.29
93833,179.4
93834,0.01
93834,119
93838,339.39
93838,128.3
93841,3.75
93848,53.1
93853,44.9
93853,44.9
93853,316.06
93853,316.06
93855,2.28
93856,209.65
93860,78
93860,78
93860,188.52
93860,188.52
93860,63.81
93864,11.48
93866,54
93875,18.9
93878,15
93878,34.05
93879,35.07
93879,30.31
93879,30.31
93879,104.03
93879,104.03
93882,15
93883,30.35
93885,5.99
93888,1
93889,38.9
93892,0.89
93897,1
93899,1
93900,0.79
93901,15
93904,300
93904,37.93
93907,4.38
93912,29.7
93916,19.5
93918,137.8
93920,97
93922,37.89
93923,80.5
93924,149.7
93926,4.25
93926,0.99
93928,0.99
93930,64.99
93932,580
93932,15.79
93937,143.22
93940,378.9
93941,8.99
93946,9.75
93947,11.9
93949,7.54
93951,5
93962,14.94
93965,11.4
93965,71.4
93966,184.86
93968,16.99
93968,5.74
93970,2.72
93972,19.82
93973,32.03
93973,39.93
93974,126.03
93975,38.42
93976,34.95
93977,200
93978,22.73
93983,86.39
93984,9.77
93987,275.88
93991,30
93998,0.89
93999,0.89
94000,303.24
94002,2.75
94002,13.99
94005,44.26
94006,1.98
94008,35
94008,1.5
94009,36
94009,1.29
94009,35
94010,36
94010,36
94012,36
94012,36
94012,36
94013,36
94014,1.5
94014,36
94015,36
94015,36
94015,8.76
94016,36
94017,36
94017,36
94018,36
94018,36
94018,36
94019,36
94019,36
94020,36
94020,36
94020,62.1
94021,36
94021,36
94022,29.7
94022,36
94022,29.99
94023,15.99
94023,36
94023,36
94023,76.47
94024,36
94024,9.82
94025,36
94025,26.62
94026,36
94028,36
94028,36
94029,36
94029,19.5
94029,36
94030,36
94030,36
94031,36
94031,36
94032,36
94032,15.9
94033,36
94034,36
94035,36
94035,36
94035,10
94036,36
94036,36
94037,36
94037,36
94037,0.12
94037,36
94037,119.4
94038,36
94038,36
94039,36
94040,36
94040,36
94040,36
94040,36
94041,36
94041,36
94042,3.16
94042,36
94042,100
94045,36
94045,3.25
94045,36
94046,36
94046,18.16
94046,36
94047,36
94047,36
94048,36
94049,36
94049,36
94049,36
94050,36
94051,36
94051,56
94052,36
94052,36
94053,36
94053,36
94054,36
94054,36
94055,36
94055,19.99
94056,36
94057,36
94057,36
94058,36
94059,36
94060,36
94060,36
94060,36
94061,36
94062,36
94062,36
94063,36
94063,36
94064,36
94065,36
94066,36
94067,36
94068,36
94069,36
94069,1
94070,36
94070,36
94071,36
94072,36
94072,36
94073,2
94074,1.5
94075,13.99
94077,36
94078,21.5
94078,1.5
94079,6.29
94079,2
94079,1.5
94080,5
94081,1.5
94082,1.5
94082,1.5
94083,1.5
94083,412.6
94084,21.99
94084,14.9
94084,1.5
94084,1.5
94084,1.5
94084,1.5
94085,6.5
94086,56.89
94087,6.5
94088,17.9
94088,6.5
94088,6.5
94089,8.96
94089,6.5
94090,6.5
94090,7
94091,11.5
94092,0
94092,11.5
94093,110
94093,11.5
94094,0
94094,41.5
94095,5
94097,498.86
94097,5
94098,5
94099,2
94100,2
94102,20.75
94103,106.97
94103,25.82
94105,62.66
94109,0.77
94111,29.56
94115,1
94116,0.89
94119,318
94121,4.69
94123,7.18
94131,15.91
94131,19.95
94131,141
94133,15
94133,14.99
94135,43.65
94141,45.48
94144,6.99
94145,1
94146,8.99
94153,88.5
94155,82.05
94155,98.61
94156,60.53
94159,2.28
94163,8.99
94166,66.85
94167,27.7
94170,4.49
94177,3.03
94177,3.06
94178,11.35
94179,10.71
94180,1.29
94187,1
94192,37.83
94193,8.68
94199,24.06
94202,11.35
94202,19.5
94203,37.73
94205,80
94213,34.99
94214,2.68
94221,0.89
94225,21.15
94228,7.73
94234,14.41
94238,14.99
94240,1.5
94241,200
94246,16.91
94248,913.55
94250,523.62
94252,28.2
94254,388.54
94257,6
94257,9.5
94259,45.48
94267,55.08
94270,6.57
94274,20.41
94275,5.49
94276,63.58
94277,6.57
94281,13.56
94291,55.08
94292,10.27
94295,6.57
94296,7.53
94297,151.33
94298,6.16
94299,76.83
94301,0.75
94303,7.09
94306,10.94
94306,127.96
94309,3.14
94312,49
94313,4.99
94315,55.08
94318,53.38
94323,10
94326,11.03
94330,0.99
94330,12.74
94330,25
94334,30.15
94334,60.68
94338,39
94344,5.38
94349,75.66
94351,8.94
94358,200
94358,4.49
94359,1001.78
94361,695.41
94362,1
94362,1
94362,1
94362,1
94364,9.99
94364,1
94366,1.51
94366,15
94368,27.99
94371,56.86
94376,59.9
94378,6.03
94380,25
94381,0.89
94386,149
94386,10.7
94389,4.99
94390,13.99
94394,11.67
94395,21.5
94398,52.91
94399,980
94399,2.77
94399,5.49
94401,8.64
94407,30.31
94407,354.77
94414,23.42
94415,1702
94418,69.99
94422,1.54
94422,561.05
94427,1
94428,0.75
94430,15.16
94431,4.49
94438,6.57
94440,72.84
94448,45.81
94452,127.69
94459,241.66
94462,75.1
94467,1.98
94471,15
94473,1930.46
94475,4
94477,19.75
94480,7.82
94483,51.5
94484,177.5
94486,49.16
94494,10.62
94495,79
94498,7.87
94500,250
94503,44.01
94504,1.44
94506,49.83
94512,5
94514,7.63
94514,31.85
94515,11.27
94515,0.89
94520,124.92
94526,0.89
94529,1
94529,20.99
94533,39.99
94537,15.13
94537,43.24
94540,3.58
94541,7.49
94542,6.99
94544,10
94549,46.94
94549,6.99
94558,6.99
94563,35.23
94564,11.5
94566,3
94567,9.99
94579,32.98
94579,4
94583,18.5
94583,38.41
94584,1.29
94589,14.99
94593,6.89
94596,59.9
94597,15.99
94601,59.9
94605,1.16
94611,9.08
94611,38.65
94615,15.26
94619,23.38
94620,13.7
94625,33.76
94625,1.29
94625,11.36
94626,11.5
94630,8.98
94640,4.95
94640,11.38
94643,26.55
94643,36
94644,0.89
94645,3.79
94656,1.02
94666,45
94674,56.13
94678,45
94690,128
94693,19.99
94696,26.81
94705,0.01
94707,200
94708,5.07
94709,1.51
94718,9.99
94728,10
94732,15.99
94733,180.29
94733,14.7
94735,9.79
94746,25
94747,7.56
94747,41.39
94750,34.56
94757,49.61
94760,20.91
94761,29.99
94764,8.64
94766,21
94767,154
94772,46.55
94773,64
94780,56.92
94780,7
94782,42
94782,0.76
94783,5.49
94783,235.54
94785,1.98
94788,56.21
94788,66.15
94794,247.64
94796,80
94798,24.27
94803,0.5
94808,116
94810,27.3
94811,1
94814,15.16
94817,0
94818,8.49
94820,37.17
94824,4.96
94830,591.82
94836,0.81
94837,65.5
94839,62.73
94844,15.13
94844,16.99
94853,41.7
94857,147.97
94862,84.16
94868,23.5
94869,23.99
94872,5.18
94875,11.5
94878,42
94878,15.92
94881,9.99
94882,2.68
94885,12.88
94886,28
94889,4.49
94900,35
94903,1.79
94903,46.03
94905,1
94915,9.99
94929,59.9
94929,15.87
94932,208.78
94933,67.5
94935,1.29
94941,99.95
94946,6.9
94952,571.48
94957,60.92
94957,1
94958,8.76
94961,4.49
94969,0.89
94971,4.76
94973,30.81
94973,4.37
94975,21.7
94978,23.27
94983,178.98
94992,119.8
94994,56.98
94996,107.1
95001,39.99
95002,33.82
95003,107.1
95010,10
95010,0.99
95015,187
95019,239.96
95020,1.29
95023,50
95026,833.6
95028,9.48
95032,14.95
95032,9.99
95033,7.64
95033,0.89
95035,15.13
95039,4.49
95042,0.72
95042,18.88
95044,34.01
95047,11.5
95054,12.66
95054,23.51
95055,135.01
95056,6.35
95061,14.18
95062,208.78
95065,47.52
95074,22.7
95078,122.52
95079,1.42
95082,0.89
95083,0.89
95092,4.07
95100,25.88
95102,7.39
95108,2.99
95109,7.58
95115,112.21
95118,13
95129,259.45
95134,8.9
95135,99
95136,1.98
95136,13
95138,7.42
95144,19.95
95146,111.45
95149,17
95149,44.17
95150,22.25
95158,93.22
95163,265.25
95170,23.5
95171,8.95
95175,20
95176,88.11
95185,27.49
95188,38.72
95189,4.49
95191,280.68
95193,37.83
95198,11.61
95206,21.67
95206,379.16
95214,38
95220,0.91
95226,7.8
95237,214.17
95241,24.75
95245,10
95245,43.69
95247,59.9
95248,10.11
95250,17.45
95254,52
95259,50
95261,4.31
95265,9.99
95268,21.46
95273,9.98
95277,319.05
95279,25
95282,8.54
95286,0.99
95286,18910
95289,12.99
95291,50
95291,7.58
95292,1
95296,65.76
95298,110.7
95299,1.54
95300,18.49
95313,195.4
95313,30.81
95319,4.49
95328,4
95328,58.38
95338,45.69
95343,28
95360,8.2
95360,13.48
95361,359.22
95367,39.9
95371,8.99
95380,47
95382,0.6
95384,54.38
95388,58.38
95389,103.75
95391,20.94
95393,149
95395,125
95395,119
95395,135
95397,19.99
95404,7.56
95410,5.75
95412,6
95415,0.83
95416,16.98
95417,8.92
95419,0.01
95421,0.01
95422,1.98
95423,45.99
95423,0.01
95425,0.01
95427,0.01
95429,0.01
95431,0.01
95433,0.01
95433,0.89
95434,0.01
95437,0.01
95439,0.01
95439,4.58
95440,227.14
95441,0.01
95441,10
95441,11.07
95442,0.01
95442,6.6
95446,14.59
95447,0.01
95449,54.31
95451,0.01
95453,0.01
95453,44.15
95454,0.01
95454,7.44
95454,8.2
95455,13.72
95456,0.01
95456,11.18
95458,0.01
95458,3.6
95459,61
95460,0.01
95460,7.44
95460,31.92
95461,249
95462,1.79
95462,0.01
95464,0.01
95466,0.01
95468,0.01
95469,0.01
95471,0.01
95473,99.89
95474,0.01
95474,6.99
95474,10.58
95475,0.01
95477,4.99
95478,0.01
95480,0.01
95480,13.98
95481,0.01
95482,49.99
95483,0.01
95484,1.45
95484,20
95485,0.01
95487,0
95487,0.01
95489,0.01
95489,83.23
95491,0.01
95491,0.89
95495,177.56
95498,0.01
95498,409.4
95499,0.01
95499,12.99
95501,4.49
95502,0.01
95504,19.99
95504,0.01
95506,1.37
95508,0.01
95509,7.56
95510,7.1
95510,0.01
95511,0.01
95512,5.45
95513,0.01
95514,332.92
95515,0.01
95517,0.01
95519,0.01
95519,12.99
95521,0.01
95522,31.27
95522,8.76
95523,0.01
95524,0.01
95526,0.01
95526,10.32
95527,455.75
95530,169.7
95530,0.01
95530,30.51
95532,0.01
95534,0.01
95535,362.22
95536,0.01
95536,3.53
95537,0.01
95539,16.13
95539,0.01
95541,0.01
95543,124.25
95543,0.01
95544,0.01
95544,156.8
95547,1.79
95548,5.3
95548,10
95549,0.01
95550,0.01
95552,100.58
95552,0.01
95554,0.01
95555,3.84
95556,42
95556,0.01
95557,12.99
95558,48
95558,0.01
95559,1.63
95560,22.57
95560,0.01
95561,80.93
95562,0.01
95563,5.49
95564,0.01
95566,0.01
95568,29.99
95568,0.01
95569,93.97
95569,0.01
95571,0.01
95571,7.58
95573,0.01
95575,0.01
95576,75
95578,8.99
95579,24.34
95580,0.01
95582,0.01
95583,0.01
95584,22.7
95584,266.93
95585,5.99
95585,0.01
95587,0.01
95589,3.13
95589,0.01
95591,0.01
95592,162.33
95592,41.5
95593,0.01
95594,0.01
95597,9.99
95597,0.01
95600,85.67
95600,1.98
95601,160.46
95601,212
95602,21.99
95603,3.09
95604,10
95604,34.89
95611,31.34
95612,0.01
95612,11.6
95618,1.79
95620,65.27
95621,622.43
95623,0.01
95623,7.68
95625,0.01
95625,7.39
95626,38.2
95627,0.01
95628,0.01
95628,1.63
95630,21.38
95630,0.01
95632,0.01
95634,0.01
95635,199
95635,43.25
95636,0.01
95638,0.01
95640,0.01
95641,0.01
95642,146.94
95643,1
95644,0.01
95645,0.01
95647,0.01
95647,41
95649,0.01
95651,0.01
95652,0.01
95654,70.23
95654,0.01
95656,0.01
95659,0.01
95660,6.95
95660,108.05
95661,0.01
95661,0.97
95663,0.01
95665,0.01
95666,14.95
95666,1.39
95666,50
95667,0.01
95669,15.61
95669,0.01
95670,0.01
95670,26.66
95672,1
95672,0.01
95674,0.01
95675,106.99
95676,0.01
95678,0.01
95679,1.99
95679,10.22
95680,0.01
95681,0.01
95682,40.2
95683,0.01
95683,112.95
95683,128.2
95685,0.01
95685,41.96
95686,100.21
95687,0.01
95689,0.01
95690,0.02
95692,0.01
95694,0.76
95694,0.01
95696,0.01
95701,0.01
95703,0.01
95704,0.01
95706,0.01
95707,3.84
95708,0.01
95709,35
95710,0.01
95712,1
95713,9.29
95714,0.01
95715,0.01
95716,1948.52
95717,0.01
95718,520.58
95719,12.99
95720,0.01
95722,0.01
95724,0.01
95725,7.49
95729,6.48
95730,11.35
95732,13.44
95732,16.51
95735,0.01
95736,1
95745,42.78
95750,37.44
95752,23.43
95754,29
95759,7.58
95759,145.63
95760,140.75
95760,150.38
95762,6
95767,4.9
95769,22.47
95775,3.89
95783,7.53
95788,8.86
95793,38
95798,3.59
95801,1.98
95804,24.6
95808,16.2
95813,40.49
95831,118.95
95832,51.5
95833,0.89
95834,3.83
95834,22.75
95835,14.26
95837,12.64
95841,39.99
95841,38
95842,9.41
95843,23.45
95853,0.89
95860,3.89
95864,24
95864,35
95878,10.96
95883,126
95888,69.99
95891,21.85
95903,33.99
95904,4.49
95908,0.99
95912,5.67
95912,1.98
95915,84.13
95919,151.58
95923,4.6
95932,9
95944,50
95952,28.92
95957,50.14
95961,37.75
95965,5.49
95969,8.94
95973,16.35
95978,4.64
95980,45.16
95981,1
95989,119.43
95992,132.74
95993,132.89
95993,52.06
95994,6
95997,238.81
95998,1
95999,1.79
96000,4.92
96003,1
96007,448.81
96018,7.4
96022,544.9
96023,1680
96026,200
96028,8.57
96028,11.34
96030,52.79
96031,8.99
96031,163.59
96032,4.9
96035,110.4
96038,21
96038,0.54
96039,124.8
96039,71.95
96040,15.78
96042,5.49
96042,41.31
96044,25.6
96053,14.22
96054,99.99
96054,15
96055,50
96056,32
96059,107.77
96060,7.68
96060,4.9
96061,32.5
96062,24.23
96063,19.8
96065,15
96067,95.7
96069,41.42
96075,17.99
96083,6.6
96090,124.8
96094,21
96094,4.49
96094,9.99
96096,53.9
96097,14.7
96104,9.9
96107,69.4
96107,58.5
96113,4.49
96115,802.67
96117,100
96120,226.5
96120,1.29
96121,1000
96121,4.09
96126,4.9
96128,39.77
96131,20
96135,18.96
96136,15.09
96136,9.8
96142,4.9
96146,166.86
96148,1.89
96151,6.03
96151,342.8
96152,74.91
96153,4.95
96155,15
96156,15.99
96158,4.9
96158,3.3
96158,186
96159,24.27
96160,9
96163,69
96167,39.9
96168,27.63
96177,27.18
96180,9.55
96181,12.49
96183,119.93
96186,8.99
96188,6.5
96192,14.5
96198,5.44
96202,19.5
96206,49.2
96207,9.9
96209,14
96209,7.49
96212,9.05
96215,49.2
96215,16.1
96217,59.74
96220,34.3
96221,20.38
96221,8.99
96223,4.9
96224,48.3
96225,5.8
96226,4.9
96228,17.3
96234,0.89
96234,31.81
96235,359.81
96235,2.86
96238,6.59
96238,4.9
96238,8
96239,273.77
96240,190.63
96243,14
96245,211.35
96246,7.25
96247,56.83
96250,170.32
96250,14
96254,4.49
96257,216.95
96265,12.05
96267,79
96268,249.6
96268,246.75
96270,181.85
96270,10.18
96271,13.2
96274,29.98
96275,95
96277,50
96278,29.4
96279,200
96284,3.3
96288,2.27
96289,8.2
96291,33.59
96292,333.65
96294,96.53
96294,117
96294,2.86
96296,7.42
96296,1.29
96298,20
96300,20.53
96301,30.34
96304,6.69
96308,26.08
96309,105.77
96314,0.89
96314,29.99
96315,14.95
96318,14.7
96319,295.2
96320,1361.26
96323,125
96323,15.74
96324,4.06
96324,29.99
96326,5.47
96328,6.03
96333,15.13
96334,13.99
96336,29.99
96338,59.48
96343,161.7
96344,16.98
96349,79
96349,38
96351,29.3
96352,20.06
96356,13.64
96357,71.72
96359,128.14
96362,50
96364,29.99
96366,24.5
96367,265.5
96373,20.91
96376,15.08
96378,20
96379,6.48
96379,4.49
96383,6.6
96385,34.1
96390,189.5
96391,20
96394,19.89
96395,176.6
96400,21.59
96402,19.6
96403,20.3
96404,9.8
96406,4.9
96407,3.27
96408,7.06
96408,27.99
96409,33.45
96410,19.6
96412,57.94
96414,232.73
96414,439.2
96414,15
96415,299.89
96419,132.73
96420,39.6
96423,181
96424,1.98
96427,34.3
96431,133.47
96436,145.2
96436,158.4
96437,0.76
96438,1.98
96439,21.75
96441,178.4
96442,20.9
96442,4.9
96445,7.93
96449,12.22
96450,107.6
96451,23
96452,79.5
96454,3.69
96456,188.31
96456,1.78
96457,5.72
96458,4.99
96460,12.8
96463,41.03
96464,37.83
96466,29.43
96468,79.6
96469,74.91
96469,14.48
96469,18.7
96472,71.33
96473,45.86
96481,10
96482,4.9
96482,356.3
96485,1396.74
96486,200.8
96487,128.82
96489,6.41
96490,8
96490,4.49
96492,28.25
96494,9.8
96496,47.97
96497,17.08
96501,128.7
96505,15.45
96507,29.4
96509,1003.41
96514,131
96514,49.5
96515,11.21
96516,405.19
96518,11
96520,10.68
96525,96
96528,8.36
96529,24.5
96531,19.61
96531,14.7
96532,6.03
96532,97.5
96532,9.99
96533,39.6
96534,116.85
96534,38.5
96534,14.26
96536,87.99
96540,65
96541,245.4
96541,24.5
96541,146
96543,227
96545,9.8
96550,60.82
96550,146
96553,119
96556,3.29
96556,19
96556,1856.09
96557,41.13
96566,6.03
96568,143.79
96568,25
96569,42.19
96573,28
96575,219.6
96577,135.7
96582,39.83
96584,229
96590,1008.99
96591,30
96592,44.9
96595,2.56
96596,8.99
96610,4.9
96617,59.9
96617,21.36
96620,4.9
96624,1.79
96627,1920.9
96628,87.36
96628,53.77
96629,19.38
96629,346.02
96631,16.5
96632,2.58
96634,24.5
96634,1
96640,15.05
96643,11
96644,9.99
96647,4.14
96650,22.8
96651,12.99
96653,6.5
96654,14.77
96654,9.86
96657,500
96657,0.76
96657,12.48
96669,8.99
96673,149.3
96673,24
96681,21
96682,81.58
96682,500
96684,23.24
96691,30.32
96694,8.37
96697,500
96699,72
96699,445.67
96702,19.5
96702,23.37
96703,17.99
96705,3.08
96705,4.06
96706,55
96706,15.58
96707,7.94
96709,1
96717,1
96717,20
96721,15.34
96722,15
96725,20.58
96726,26
96726,3.99
96727,4.48
96733,4.9
96735,15.74
96735,14.36
96738,9.94
96740,9.8
96745,17.6
96745,37.4
96745,150
96746,46.14
96749,128
96752,44.1
96752,5
96755,4
96755,20
96756,74.91
96756,11.36
96763,4.06
96765,13.67
96767,17.98
96767,2378.55
96771,27.95
96772,165.55
96774,39.2
96775,19
96777,12.22
96779,30.23
96781,24.78
96783,392.58
96786,0.89
96787,18.08
96791,6.03
96791,80.4
96792,11
96793,22.5
96798,47.97
96800,4
96804,9.8
96805,9.8
96805,29.99
96809,23
96812,0.89
96812,24.95
96814,2.24
96815,10.25
96815,14.12
96816,3.3
96819,81.58
96821,9.12
96822,5.12
96822,48
96827,14.7
96830,8.01
96831,9.8
96834,27.82
96838,14.69
96838,32.5
96838,40.54
96841,3.15
96843,12.02
96844,84.5
96848,141.68
96848,74.91
96859,14.37
96861,30.34
96861,15
96862,16.99
96862,122.25
96863,8.92
96863,36.25
96864,13.2
96864,30.75
96866,3.3
96869,9.46
96870,15
96874,77
96874,3.85
96879,500
96880,60.69
96889,69.23
96889,9.8
96891,10.22
96895,16.68
96904,20
96907,9.84
96907,4.06
96908,5.9
96910,48.9
96911,8.99
96912,1.24
96913,583.34
96913,11.93
96914,2.62
96914,10.55
96914,14.99
96916,135.3
96918,5.49
96918,12.8
96920,7.86
96922,39.6
96922,6.03
96937,18.42
96939,14.51
96940,29.32
96943,2.69
96944,4.9
96944,123.52
96946,98.4
96949,5.94
96952,19.92
96953,26.97
96953,5.65
96953,4.15
96955,744.2
96959,17.3
96963,16.5
96965,41.01
96966,106
96970,74.91
96970,27.93
96970,35.45
96973,9.88
96973,1.55
96973,214.8
96975,55
96977,0.91
96977,2.49
96979,80.7
96979,50
96979,70.11
96982,4.92
96986,7
96992,79.54
96992,66
96994,2.38
96995,4
96997,9.99
96998,264.82
97001,10
97003,16.1
97011,10.62
97013,57
97015,6.71
97015,89.99
97017,152.08
97018,0.77
97022,25.81
97024,1.51
97027,1034.19
97028,95
97029,14.88
97030,30
97031,32.25
97036,42.9
97036,3.8
97039,60.69
97039,81.9
97039,15.58
97040,29.4
97041,1.98
97042,152.08
97044,9.99
97046,34.02
97048,1
97049,26
97050,14.99
97050,143.67
97053,20.3
97058,8
97058,116.85
97060,24.11
97068,4.9
97071,16.77
97071,24.38
97077,99.83
97078,13.99
97079,23.07
97080,450
97081,19.6
97089,159.25
97090,186
97094,1.98
97099,19.61
97100,72.6
97100,17
97102,5.56
97103,16.5
97103,25.02
97105,5.49
97105,24.73
97109,10.03
97110,32.19
97111,26.66
97112,18
97116,175
97119,18.92
97121,48.71
97121,8.64
97121,5.39
97122,204
97125,6.03
97127,17.9
97128,4.9
97131,38.1
97132,0.92
97133,6.6
97135,6.03
97141,7.18
97142,13.2
97142,93.3
97142,19.64
97143,92.26
97145,24.1
97147,15
97148,29.26
97149,9.8
97150,67.64
97154,2.26
97154,4.9
97155,49.6
97156,78.64
97158,24.5
97163,113
97163,24
97167,1
97168,1.79
97169,11.5
97176,32.2
97177,44.9
97177,62
97178,1.69
97179,10
97180,12.8
97180,20.45
97181,0.89
97181,15.37
97182,37.83
97183,101
97183,1
97185,102.9
97188,50.75
97191,30.14
97194,16.1
97195,29
97196,114.75
97196,22.79
97196,12
97200,9.9
97202,10.99
97202,14.7
97205,56.32
97207,31.46
97208,11.4
97209,29.99
97212,11.99
97212,8
97216,24
97217,15.09
97218,71
97220,15.99
97220,15.37
97221,21.89
97224,96.84
97224,9.6
97228,63.3
97229,29.99
97231,5
97233,6
97233,105.01
97235,9.82
97235,529
97235,11
97236,37.83
97237,53.29
97238,64.26
97242,110.7
97243,1053.99
97244,18.21
97246,6.99
97247,49.2
97247,89.1
97247,9.99
97247,22.09
97247,16.5
97248,15.99
97250,4.27
97251,27.94
97252,69.3
97253,4.1
97253,171.31
97254,17.77
97255,22.8
97255,15.13
97256,29.99
97258,58.8
97258,7.68
97261,13.2
97262,35.7
97262,148.86
97263,23
97264,9.08
97265,19.5
97266,4.9
97267,73
97268,10
97269,317.73
97275,43.91
97275,4.49
97276,0.92
97278,12.8
97279,29
97280,45.39
97281,34.97
97281,15.95
97281,6.94
97281,11.72
97283,75
97283,112.03
97284,112.16
97288,352.73
97290,4.9
97295,8.49
97300,59
97300,15.16
97304,37.17
97306,22.76
97307,106.64
97311,56.85
97312,10
97314,6.81
97315,4.46
97315,66
97316,22.21
97319,49
97320,7.14
97330,100
97333,4.9
97337,2.83
97337,121
97338,13.18
97340,19
97341,40.97
97343,19.6
97346,11.36
97348,15.95
97349,31.04
97350,15.95
97351,15.95
97351,14.95
97351,131.97
97352,15.87
97352,39
97353,15.95
97353,15.95
97354,101.5
97356,39
97356,15.95
97357,15.95
97358,16.86
97358,14.95
97358,15.95
97359,39.05
97359,15.95
97360,79
97360,39
97360,14.95
97360,39
97360,14.95
97361,14.95
97361,15.95
97361,15.95
97361,39
97362,14.95
97362,0.89
97362,15.95
97362,15.95
97363,15.95
97363,14.95
97363,39
97363,6
97364,5.95
97364,14.95
97364,15.95
97364,86.55
97364,15.95
97364,39
97365,15.95
97365,39
97365,15.95
97366,39
97366,15.95
97366,39
97366,14.95
97366,15.95
97367,15.95
97367,15.95
97367,14.95
97368,15.95
97368,39
97368,14.95
97368,15.95
97369,15.95
97369,13.06
97369,15.95
97370,15.95
97370,14.95
97370,39
97370,14.95
97371,14.48
97371,15.95
97371,39
97371,15.95
97372,39
97372,29.4
97372,15.95
97372,14.95
97373,15.95
97374,39
97374,14.95
97374,14.95
97374,39
97374,15.95
97375,39
97375,14.95
97376,18.99
97376,15.95
97376,24.95
97376,39
97376,15.95
97377,14.95
97377,44.98
97377,15.95
97378,39
97379,15.95
97379,15.25
97379,3.3
97380,15.95
97380,15.95
97381,15.95
97382,15.95
97382,15.95
97382,13.2
97383,14.95
97383,15.95
97384,14.95
97384,15.95
97384,39
97384,15.95
97385,39
97385,15.95
97386,39
97386,21
97386,15.95
97386,14.95
