ID,RCTRCK,RACE_DE,RACE_NO,PARTCPT_NO,RANK,RCHOSE_NM,HRSMN,RCORD,ARVL_DFFRNC,EACH_SCTN_PASAGE_RANK,A_WIN_SYTM_EXPECT_ALOT,WIN_STA_EXPECT_ALOT
14012,서울,2014-06-21,10,10,2,시즈탱크,서승운,0:02:01.7,9,7 - 5 - 5 - 4 - 2 - 2,11.1,1.5
14013,서울,2014-06-21,2,7,3,러닝탱크,오경환,0:01:16.7,1¾,6 -  -  - 6 - 6 - 4,7.6,1.5
14014,서울,2014-06-21,8,2,4,와하하,신이치,0:01:28.6,1½,11 -  -  - 11 - 9 - 5,26.9,3.8
14015,서울,2014-06-21,8,1,1,능소능대,최범현,0:01:27.2,,8 -  -  - 2 - 2 - 1,1.5,1.1
14016,서울,2014-06-21,7,9,11,춘추,안효리,0:01:32.6,2½,8 -  -  - 8 - 9 - 11,88,9.7
14017,서울,2014-06-21,7,7,3,왕송,송재철,0:01:29.5,2,10 -  -  - 11 - 10 - 6,10.7,2.5
14018,서울,2014-06-21,7,6,7,리얼스텝,박상우,0:01:30.3,1,11 -  -  - 9 - 8 - 7,6.4,2.2
14019,서울,2014-06-21,7,5,9,레이스비전,권석원,0:01:32.0,1,5 -  -  - 7 - 5 - 8,76,12.7
14020,서울,2014-06-21,6,7,8,알파챔피언,이쿠,0:01:23.9,1¾,9 -  -  - 9 - 10 - 10,116,12.4
14021,서울,2014-06-21,6,3,10,눈부신발전,이강서,0:01:24.3,목,12 -  -  - 11 - 11 - 11,177.5,24.2
14022,서울,2014-06-21,3,8,7,최고잘나가,함완식,0:01:02.4,½,9 -  -  - 9 - 9 - 6,4.8,1.5
14023,서울,2014-06-21,3,4,9,킹러너,서승운,0:01:03.5,2,8 -  -  - 8 - 7 - 9,90.2,9.6
14024,서울,2014-06-21,2,10,8,한솔,한창민,0:01:17.7,목,8 -  -  - 8 - 8 - 8,67.1,8.8
14025,서울,2014-06-21,2,3,6,그랜드펄,이아나,0:01:17.7,¾,3 -  -  - 3 - 4 - 5,38.4,5.1
14026,서울,2014-06-21,2,2,2,골드피버,임기원,0:01:16.4,3,1 -  -  - 1 - 1 - 2,3.5,1.3
14027,서울,2014-06-21,8,8,3,팍스코,최원준,0:01:28.4,목,1 -  -  - 1 - 1 - 2,45.9,7.8
14028,서울,2014-06-21,11,12,4,완승불패,권석원,0:01:21.8,9,12 -  -  - 12 - 12 - 7,40,4.1
14029,서울,2014-06-21,11,11,10,미스터문학,신이치,0:01:22.7,1¼,9 -  -  - 9 - 10 - 10,213.1,19
14030,서울,2014-06-21,11,7,12,쌍두비마,송재철,0:01:25.3,13,4 -  -  - 4 - 6 - 11,10.2,2.2
14031,서울,2014-06-21,11,3,11,젠테너리,이쿠,0:01:23.0,1½,3 -  -  - 3 - 2 - 5,4.7,1.8
14032,서울,2014-06-21,10,6,5,로드윈,신이치,0:02:02.3,1¾,10 - 10 - 10 - 8 - 7 - 5,42.7,3.5
14033,서울,2014-06-21,10,5,7,멋진사나이,권석원,0:02:02.9,3,4 - 3 - 3 - 3 - 3 - 4,62.9,6.2
14034,서울,2014-06-21,10,4,11,최고로,박상우,0:02:04.8,2,9 - 9 - 7 - 7 - 9 - 11,137.5,24.9
14035,서울,2014-06-21,10,1,13,가속주자,이쿠,0:02:06.0,1¾,13 - 13 - 13 - 12 - 13 - 13,36.5,5.9
14036,서울,2014-06-21,9,6,6,올데이,박현우,0:02:03.9,1,1 - 1 - 1 - 1 - 1 - 2,25.6,4.7
14037,서울,2014-06-21,9,5,5,정상대로,오경환,0:02:03.8,1½,4 - 2 - 2 - 3 - 3 - 3,75.4,7.8
14038,서울,2014-06-21,8,11,8,골드진,이쿠,0:01:29.6,목,2 -  -  - 5 - 4 - 4,19.5,3.5
14039,서울,2014-06-21,8,9,13,불멸신화,권석원,0:01:30.8,4,13 -  -  - 13 - 13 - 13,100.1,18.5
14040,서울,2014-06-21,6,10,11,잘났어정말,서승운,0:01:24.9,3,5 -  -  - 5 - 5 - 9,4.6,1.4
14041,서울,2014-06-21,5,7,9,질풍주마,이쿠,0:01:27.0,12,9 -  -  - 8 - 8 - 9,58.1,9.3
14042,서울,2014-06-21,3,2,2,클린딜,박상우,0:01:01.7,3,6 -  -  - 6 - 5 - 3,102.6,10
14043,서울,2014-06-21,6,5,9,대초원,최범현,0:01:24.3,2½,13 -  -  - 13 - 13 - 13,39.7,5.5
14044,서울,2014-06-21,5,3,1,아라비아왕자,함완식,0:01:23.3,,1 -  -  - 1 - 1 - 1,1.9,1.2
14045,서울,2014-06-21,11,1,2,파랑주의보,문세영,0:01:19.9,½,1 -  -  - 1 - 1 - 1,1.9,1.3
14046,서울,2014-06-21,10,3,1,라온모리스,문세영,0:02:00.1,,1 - 1 - 1 - 1 - 1 - 1,1.1,1
14047,서울,2014-06-21,9,4,3,슈퍼탱크,함완식,0:02:03.2,2,3 - 5 - 3 - 5 - 5 - 6,2.2,1.2
14048,서울,2014-06-21,8,7,2,성신시티,송재철,0:01:28.3,6,9 -  -  - 7 - 6 - 6,8.1,2
14049,서울,2014-06-21,5,10,3,날쌘아띠,임기원,0:01:23.7,½,7 -  -  - 7 - 7 - 6,34.9,3.9
14050,서울,2014-06-21,10,2,6,대박연출,안효리,0:02:02.3,½,11 - 11 - 9 - 9 - 8 - 7,157.3,17.3
14051,서울,2014-06-21,7,2,6,프레시캣,임기원,0:01:30.2,1¾,1 -  -  - 1 - 1 - 3,10.6,2.9
14052,서울,2014-06-21,1,1,6,머니데이,이쿠,0:01:17.6,1¼,9 -  -  - 9 - 9 - 7,4.6,1.7
14053,서울,2014-06-21,1,2,7,라온맥라렌,서승운,0:01:18.0,2½,3 -  -  - 3 - 4 - 6,9,2.9
14054,서울,2014-06-21,1,3,4,레드스킨,문세영,0:01:17.3,1¼,7 -  -  - 8 - 6 - 4,5.2,2.1
14055,서울,2014-06-21,1,4,2,번개파워,최범현,0:01:16.7,1½,1 -  -  - 1 - 1 - 1,4.3,1.6
14056,서울,2014-06-21,1,5,11,슈퍼럭키,함완식,0:01:20.0,½,6 -  -  - 6 - 7 - 10,68.6,15.6
14057,서울,2014-06-21,1,6,5,검풍,이준철,0:01:17.4,½,10 -  -  - 10 - 10 - 8,109,23
14058,서울,2014-06-21,1,7,9,봄봄,신이치,0:01:18.5,3,8 -  -  - 7 - 8 - 9,86.6,10.1
14059,서울,2014-06-21,1,8,1,투하츠,이찬호,0:01:16.4,,2 -  -  - 2 - 2 - 2,4.4,1.7
14060,서울,2014-06-21,1,9,10,피코허니,박상우,0:01:19.9,8,11 -  -  - 11 - 11 - 11,141.1,21.8
14061,서울,2014-06-21,1,10,3,라이트시킹,이아나,0:01:17.0,2,4 -  -  - 4 - 3 - 3,6.5,1.8
14062,서울,2014-06-21,1,11,8,아름다운제나,조한별,0:01:18.0,머리,5 -  -  - 5 - 5 - 5,14.3,3.2
14063,서울,2014-06-21,2,11,11,리설로즈,조한별,0:01:18.4,½,9 -  -  - 10 - 9 - 9,217.5,13.2
14064,서울,2014-06-21,3,5,6,사라바주니어,조한별,0:01:02.4,1¾,3 -  -  - 3 - 6 - 5,90.5,6.4
14065,서울,2014-06-21,3,6,10,행운여제,신이치,0:01:04.4,5,4 -  -  - 4 - 3 - 8,166.3,10.6
14066,서울,2014-06-21,3,10,5,후즈퍼펙트,김귀배,0:01:02.1,¾,5 -  -  - 5 - 4 - 4,2.3,1.3
14067,서울,2014-06-21,4,1,1,미스트릭,서승운,0:01:08.8,,1 -  -  - 1 - 1 - 1,1.6,1.1
14068,서울,2014-06-21,4,2,9,신명산,김귀배,0:01:11.6,½,7 -  -  - 7 - 7 - 7,99.2,10
14069,서울,2014-06-21,4,4,5,작전타임,신이치,0:01:10.7,5,4 -  -  - 3 - 4 - 5,7.8,1.5
14070,서울,2014-06-21,4,5,6,패션러브,이아나,0:01:10.8,½,3 -  -  - 6 - 6 - 6,44,3.5
14071,서울,2014-06-21,4,6,2,슈거빅토리,함완식,0:01:09.0,1,5 -  -  - 4 - 3 - 3,2.6,1.1
14072,서울,2014-06-21,4,8,4,지상의여왕,권석원,0:01:09.9,4,6 -  -  - 5 - 5 - 4,67.7,6.9
14073,서울,2014-06-21,7,3,10,제이드런,이강서,0:01:32.2,1¼,4 -  -  - 6 - 7 - 10,152.8,22.1
14074,서울,2014-06-21,7,10,8,새약진,문정균,0:01:31.8,8,7 -  -  - 10 - 11 - 9,35.7,6.9
14075,서울,2014-06-21,7,11,5,늘푸른타이거,서승운,0:01:29.8,½,3 -  -  - 4 - 4 - 5,4.2,1.8
14076,서울,2014-06-21,8,3,10,에모리퀸,이아나,0:01:29.6,코,10 -  -  - 10 - 11 - 10,186.8,22.5
14077,서울,2014-06-21,8,5,5,캠핑포인트,박현우,0:01:29.0,2,4 -  -  - 3 - 3 - 3,19.8,3.9
14078,서울,2014-06-21,8,6,6,경희만세,서승운,0:01:29.4,2,5 -  -  - 6 - 8 - 7,27.1,5.8
14079,서울,2014-06-21,8,12,7,이레캣,안효리,0:01:29.6,¾,7 -  -  - 9 - 10 - 11,37.9,6.3
14080,서울,2014-06-21,8,13,11,엠제이하트,이상혁,0:01:29.7,½,3 -  -  - 8 - 7 - 9,45.9,7.3
14081,서울,2014-06-21,7,1,4,라이크더윈드,오경환,0:01:29.8,1¼,2 -  -  - 3 - 3 - 4,14.7,3.2
14082,서울,2014-06-21,4,9,8,탑커멘더,문세영,0:01:11.5,1¼,8 -  -  - 8 - 8 - 8,45.5,4.7
14083,서울,2014-06-21,5,1,7,황금별,이찬호,0:01:24.9,1¼,3 -  -  - 3 - 3 - 5,10.6,2.4
14084,서울,2014-06-21,5,4,4,마의러닝,오경환,0:01:23.9,¾,2 -  -  - 4 - 4 - 3,15.4,2.7
14085,서울,2014-06-21,5,5,6,영암공주,한창민,0:01:24.7,½,5 -  -  - 5 - 5 - 7,48.6,7.5
14086,서울,2014-06-21,6,4,6,대륙강자,김석봉,0:01:23.4,목,3 -  -  - 6 - 6 - 4,38,6.1
14087,서울,2014-06-21,6,8,5,시킹제이드,조한별,0:01:23.4,1,4 -  -  - 7 - 7 - 6,35.2,5.8
14088,서울,2014-06-21,6,9,7,피코호프,신이치,0:01:23.6,¾,11 -  -  - 10 - 9 - 8,19.7,3.3
14089,서울,2014-06-21,6,11,1,에이스더블,문정균,0:01:22.8,,8 -  -  - 3 - 3 - 2,2.7,1.5
14090,서울,2014-06-21,7,4,1,퓨전코리아,문세영,0:01:28.8,,9 -  -  - 5 - 6 - 1,3.7,1.6
14091,서울,2014-06-21,9,2,1,인천의러닝,이상혁,0:02:02.7,,6 - 6 - 6 - 8 - 7 - 5,19.9,4.3
14092,서울,2014-06-21,9,10,10,특급키,신이치,0:02:05.1,½,9 - 8 - 8 - 9 - 9 - 11,42.8,25.2
14093,서울,2014-06-21,9,11,9,순간의선택,문정균,0:02:05.1,¾,7 - 7 - 7 - 7 - 8 - 7,41.8,8.6
14094,서울,2014-06-21,10,7,12,드림포트,이강서,0:02:05.7,5,2 - 2 - 2 - 2 - 4 - 12,25.3,3.3
14095,서울,2014-06-21,10,11,4,올위드미,이아나,0:02:02.0,코,5 - 6 - 6 - 6 - 6 - 3,113.6,10.3
14096,서울,2014-06-21,11,2,7,플라이위너,이아나,0:01:22.1,1,2 -  -  - 2 - 3 - 6,158.1,10.1
14097,서울,2014-06-21,11,4,8,대륙의별,서승운,0:01:22.1,머리,11 -  -  - 11 - 11 - 9,18.3,3.8
14098,서울,2014-06-21,11,10,6,로열리뷰,문정균,0:01:21.9,머리,10 -  -  - 10 - 9 - 8,313.4,29.3
14099,서울,2014-06-21,5,2,5,천하미인,이상혁,0:01:24.6,4,4 -  -  - 6 - 6 - 4,25.4,3
14100,서울,2014-06-21,6,6,3,엄지손가락,이아나,0:01:23.2,목,2 -  -  - 4 - 4 - 3,4,1.6
14101,서울,2014-06-21,6,12,12,세이버플라워,윤태혁,0:01:25.0,¾,10 -  -  - 12 - 12 - 12,233.2,23.4
14102,서울,2014-06-21,2,1,7,멜로디뮤직,송재철,0:01:17.7,목,7 -  -  - 7 - 7 - 7,303.2,22.8
14103,서울,2014-06-21,3,7,8,쌩손,권석원,0:01:03.2,4,7 -  -  - 7 - 8 - 10,30.1,5.3
14104,서울,2014-06-21,4,3,3,옥천지,조한별,0:01:09.1,¾,2 -  -  - 2 - 2 - 2,28.2,2.4
14105,서울,2014-06-21,4,7,7,모델오브시티,안효리,0:01:11.2,2½,9 -  -  - 9 - 9 - 9,152,9.6
14106,서울,2014-06-22,11,5,3,케나코,권석원,0:01:29.1,2,3 -  -  - 2 - 2 - 1,5.8,2
14107,서울,2014-06-22,3,7,7,판타지보이,서승운,0:01:18.2,¾,9 -  -  - 9 - 9 - 8,9.3,2.9
14108,서울,2014-06-22,1,6,1,늘푸른볼트,권석원,0:01:23.3,,1 -  -  - 1 - 1 - 1,1.7,1.1
14109,서울,2014-06-22,1,2,3,스피드닥터,문세영,0:01:23.6,1¼,3 -  -  - 3 - 3 - 2,3.2,1.1
14110,서울,2014-06-22,10,10,7,풀문파티,신이치,0:01:53.0,1¼,1 - 1 - 1 - 1 - 1 - 5,19.8,3.9
14111,서울,2014-06-22,8,9,7,가람,이강서,0:01:56.1,3,5 - 5 - 5 - 6 - 5 - 5,50.8,5.8
14112,서울,2014-06-22,8,10,4,미즈셀틱시니어,임기원,0:01:55.1,3,8 - 8 - 8 - 7 - 7 - 4,46.7,5
14113,서울,2014-06-22,9,1,9,레요컴,오경환,0:02:03.4,9,9 - 9 - 9 - 9 - 9 - 9,44.2,5.8
14114,서울,2014-06-22,9,2,3,랩소디,함완식,0:02:00.8,목,5 - 7 - 6 - 5 - 5 - 4,41.1,5.9
14115,서울,2014-06-22,9,3,1,금빛환희,신이치,0:02:00.2,,4 - 4 - 4 - 4 - 3 - 2,27.1,3.9
14116,서울,2014-06-22,9,4,8,스타메이커,최범현,0:02:01.8,3,8 - 8 - 8 - 8 - 8 - 8,80.1,16.8
14117,서울,2014-06-22,9,5,7,큐피드걸,이상혁,0:02:01.3,2½,2 - 2 - 2 - 6 - 7 - 7,5.4,1.9
14118,서울,2014-06-22,9,6,2,클린업스피드,이쿠,0:02:00.7,3,1 - 1 - 1 - 1 - 1 - 1,7.2,1.9
14119,서울,2014-06-22,9,7,6,누비퀸,서승운,0:02:00.9,머리,6 - 6 - 7 - 7 - 6 - 6,3.3,1.5
14120,서울,2014-06-22,9,8,4,아르고에셋,문세영,0:02:00.9,¾,3 - 3 - 3 - 2 - 2 - 3,2.2,1.2
14121,서울,2014-06-22,9,9,5,푸른거탑,이찬호,0:02:00.9,머리,7 - 5 - 5 - 3 - 4 - 5,14.3,2.1
14122,서울,2014-06-22,10,4,8,봉암사,이찬호,0:01:53.5,3,7 - 7 - 6 - 8 - 8 - 8,22.7,3.8
14123,서울,2014-06-22,10,8,11,천둥번쩍,박현우,0:01:54.8,6,10 - 10 - 10 - 10 - 11 - 11,143,22.3
14124,서울,2014-06-22,10,9,1,최초로,문세영,0:01:51.0,,11 - 11 - 11 - 7 - 6 - 1,17.9,4.3
14125,서울,2014-06-22,10,11,6,엑스파일,문정균,0:01:52.8,¾,5 - 5 - 5 - 5 - 5 - 7,27.8,4.9
14126,서울,2014-06-22,11,3,10,더블액션,전덕용,0:01:30.6,3,8 -  -  - 10 - 10 - 10,82.8,15
14127,서울,2014-06-22,11,4,5,캠프이천,이준철,0:01:29.6,1½,2 -  -  - 1 - 1 - 2,20.6,5.4
14128,서울,2014-06-22,2,5,7,스피드점프,이강서,0:01:18.3,¾,11 -  -  - 12 - 12 - 9,140.2,14.1
14129,서울,2014-06-22,2,6,11,능금,이상혁,0:01:19.1,목,9 -  -  - 9 - 10 - 11,103.5,22.5
14130,서울,2014-06-22,2,8,4,로시난테,최범현,0:01:18.1,3,5 -  -  - 4 - 3 - 3,22.1,5.3
14131,서울,2014-06-22,2,9,10,프로삭스,김옥성,0:01:19.0,1¼,10 -  -  - 10 - 8 - 10,61.7,10.4
14132,서울,2014-06-22,2,10,12,제냐퀸,송재철,0:01:20.4,7,8 -  -  - 8 - 9 - 12,8,2.3
14133,서울,2014-06-22,2,12,1,예원,이쿠,0:01:17.2,동순위,7 -  -  - 5 - 4 - 4,4.8,1.6
14134,서울,2014-06-22,3,1,9,세명탱고,신이치,0:01:18.4,½,10 -  -  - 10 - 10 - 9,114,22.8
14135,서울,2014-06-22,3,4,10,매직라이더,이동국,0:01:21.5,18,5 -  -  - 7 - 8 - 10,181.3,35.6
14136,서울,2014-06-22,4,7,5,라온에스프리,신이치,0:01:02.5,¾,5 -  -  - 5 - 6 - 5,18.5,2.6
14137,서울,2014-06-22,4,8,1,래쉬비상,이쿠,0:01:01.4,,2 -  -  - 2 - 2 - 2,10.1,2
14138,서울,2014-06-22,4,9,10,퀸피코,김옥성,0:01:04.5,7,7 -  -  - 7 - 5 - 9,21,3.6
14139,서울,2014-06-22,1,1,5,블러드하운드,문정균,0:01:25.0,3,2 -  -  - 2 - 2 - 4,57.9,6.7
14140,서울,2014-06-22,1,9,7,베스트윙,한창민,0:01:26.0,¾,7 -  -  - 4 - 6 - 7,65.7,5.6
14141,서울,2014-06-22,2,1,6,톱캐피털,문세영,0:01:18.2,목,1 -  -  - 2 - 5 - 5,4,1.6
14142,서울,2014-06-22,2,2,5,로열프린세스,조한별,0:01:18.1,머리,2 -  -  - 1 - 1 - 1,80.3,9.9
14143,서울,2014-06-22,2,3,8,아트스퍼트,안효리,0:01:18.8,3,4 -  -  - 6 - 7 - 8,72.1,9
14144,서울,2014-06-22,2,4,1,플라워드림,박상우,0:01:17.2,,12 -  -  - 11 - 11 - 6,43.3,8.4
14145,서울,2014-06-22,2,7,3,비도버챔프,오경환,0:01:17.5,1¾,3 -  -  - 3 - 2 - 2,8.2,2.3
14146,서울,2014-06-22,2,11,9,금빛들판,서승운,0:01:18.8,목,6 -  -  - 7 - 6 - 7,2.4,1.1
14147,서울,2014-06-22,4,4,3,메루샤인,권석원,0:01:02.2,5,4 -  -  - 4 - 4 - 3,21.2,3.1
14148,서울,2014-06-22,4,10,9,레인배블,이아나,0:01:03.2,1¼,10 -  -  - 10 - 10 - 10,38.1,6
14149,서울,2014-06-22,6,1,3,스팅캠프,이찬호,0:01:23.5,1¾,3 -  -  - 3 - 3 - 4,2.9,1.8
14150,서울,2014-06-22,6,7,2,헬로피스,서승운,0:01:23.2,¾,2 -  -  - 2 - 2 - 2,12.8,3
14151,서울,2014-06-22,7,2,4,마하원,김옥성,0:01:30.9,3,3 -  -  - 3 - 3 - 5,11.4,2
14152,서울,2014-06-22,8,8,9,나는전설,문정균,0:01:56.4,½,9 - 9 - 9 - 9 - 8 - 10,33,5
14153,서울,2014-06-22,7,3,7,워키턴트,이강서,0:01:33.5,14,6 -  -  - 8 - 8 - 7,28.4,3.5
14154,서울,2014-06-22,7,9,5,스마티로드,안효리,0:01:30.9,코,2 -  -  - 2 - 2 - 3,56.3,6.5
14155,서울,2014-06-22,8,7,,한라축제,문세영,,출전취소, -  -  -  -  - ,0,0
14156,서울,2014-06-22,6,2,6,동진태후,이아나,0:01:23.8,머리,1 -  -  - 1 - 1 - 3,10.7,2.5
14157,서울,2014-06-22,6,5,1,스페이스셔틀,최범현,0:01:23.0,,4 -  -  - 4 - 4 - 1,8,1.9
14158,서울,2014-06-22,6,6,9,최고사랑,박현우,0:01:24.7,1,6 -  -  - 7 - 8 - 7,52.3,8.7
14159,서울,2014-06-22,6,8,4,올가닉파머시,문세영,0:01:23.6,½,7 -  -  - 6 - 5 - 6,7.7,2.5
14160,서울,2014-06-22,6,9,11,한라불패,유미라,0:01:24.9,½,8 -  -  - 9 - 10 - 9,284.1,26.1
14161,서울,2014-06-22,6,13,7,미라클축제,조한별,0:01:24.5,4,14 -  -  - 13 - 12 - 11,34.3,5.1
14162,서울,2014-06-22,5,4,8,엔비오브더크라운,김옥성,0:01:23.7,½,1 -  -  - 1 - 1 - 4,28.3,5.3
14163,서울,2014-06-22,5,8,12,톱프리티,한성열,0:01:25.1,½,11 -  -  - 11 - 12 - 11,180.2,19.7
14164,서울,2014-06-22,5,10,10,스킵더브렛,최원준,0:01:24.9,3,6 -  -  - 5 - 7 - 10,68.5,8
14165,서울,2014-06-22,11,12,14,로켓삭스,김옥성,0:01:31.8,¾,12 -  -  - 13 - 11 - 14,38,5.6
14166,서울,2014-06-22,7,7,6,대동천하,신이치,0:01:31.1,1½,4 -  -  - 5 - 5 - 6,42.8,6.5
14167,서울,2014-06-22,5,9,2,번개용사,서승운,0:01:22.7,3,5 -  -  - 2 - 2 - 2,1.7,1.2
14168,서울,2014-06-22,4,6,8,사이버킹,서승운,0:01:03.0,1½,9 -  -  - 9 - 8 - 7,95.2,12
14169,서울,2014-06-22,3,6,3,질풍,송재철,0:01:17.2,8,6 -  -  - 5 - 5 - 3,5,1.7
14170,서울,2014-06-22,10,5,5,통제사,서승운,0:01:52.7,5,4 - 4 - 3 - 3 - 3 - 6,6.9,2.1
14171,서울,2014-06-22,10,3,3,베스트캡틴,이상혁,0:01:51.3,1,3 - 3 - 2 - 2 - 2 - 2,2,1.1
14172,서울,2014-06-22,10,2,,타이탄,함완식,,출전제외, -  -  -  -  - ,0,0
14173,서울,2014-06-22,10,1,4,무브먼트,오경환,0:01:51.8,3,2 - 2 - 4 - 4 - 4 - 4,8.5,2.1
14174,서울,2014-06-22,8,11,5,스페이스포트,송재철,0:01:55.3,¾,10 - 10 - 10 - 10 - 9 - 6,13.2,2.6
14175,서울,2014-06-22,8,6,1,콜미로켓,함완식,0:01:51.3,,1 - 1 - 1 - 1 - 1 - 1,1.6,1.1
14176,서울,2014-06-22,8,5,2,바다질주,오경환,0:01:52.6,7,3 - 3 - 3 - 3 - 3 - 2,5.5,1.6
14177,서울,2014-06-22,8,3,8,노던스카이,한창민,0:01:56.4,1¾,7 - 7 - 6 - 5 - 6 - 9,45.2,7
14178,서울,2014-06-22,8,2,3,크로스바,전덕용,0:01:54.5,11,2 - 2 - 2 - 2 - 2 - 3,5.1,1.5
14179,서울,2014-06-22,8,1,10,대한강군,한성열,0:01:57.4,5,4 - 4 - 4 - 4 - 4 - 7,18.9,2.9
14180,서울,2014-06-22,7,5,1,일기당천,서승운,0:01:28.7,,1 -  -  - 1 - 1 - 1,4.2,1.4
14181,서울,2014-06-22,7,4,2,슈퍼크릭,문정균,0:01:29.8,7,7 -  -  - 6 - 6 - 2,1.4,1
14182,서울,2014-06-22,6,10,12,셰르파,윤영민,0:01:25.7,5,9 -  -  - 8 - 9 - 10,93.1,29.8
14183,서울,2014-06-22,6,4,8,명문대사,신이치,0:01:24.5,코,5 -  -  - 5 - 6 - 8,22.8,5.6
14184,서울,2014-06-22,5,12,11,엘리야그레이,신이치,0:01:25.0,½,12 -  -  - 12 - 11 - 12,126.1,15.4
14185,서울,2014-06-22,5,7,4,갈라캣,이쿠,0:01:22.8,½,3 -  -  - 4 - 4 - 3,5.1,1.7
14186,서울,2014-06-22,5,2,9,렛츠고런,문세영,0:01:24.4,4,4 -  -  - 6 - 5 - 9,19,4.3
14187,서울,2014-06-22,4,5,2,아르고팬텀,송재철,0:01:01.4,머리,1 -  -  - 1 - 1 - 1,1.3,1
14188,서울,2014-06-22,4,2,6,놀부시대,이찬호,0:01:02.6,½,6 -  -  - 6 - 7 - 6,49.7,7.5
14189,서울,2014-06-22,3,11,5,제루엘준,문정균,0:01:17.5,1½,8 -  -  - 8 - 6 - 5,4.4,1.7
14190,서울,2014-06-22,3,10,6,다랑시,박현우,0:01:18.1,3,3 -  -  - 2 - 3 - 6,57.9,11.3
14191,서울,2014-06-22,3,9,4,매직스텝,신형철,0:01:17.3,½,7 -  -  - 4 - 4 - 4,17.1,3.2
14192,서울,2014-06-22,3,3,,헬리오트로프,김옥성,,출전제외, -  -  -  -  - ,0,0
14193,서울,2014-06-22,3,2,8,과천축배,안효리,0:01:18.3,½,4 -  -  - 6 - 7 - 7,16.3,2.7
14194,서울,2014-06-22,1,8,,성파스타,이상혁,,출전취소, -  -  -  -  - ,0,0
14195,서울,2014-06-22,1,7,2,요동특급,이쿠,0:01:23.4,목,6 -  -  - 7 - 4 - 3,7,1.4
14196,서울,2014-06-22,1,5,4,제이에스킹,김옥성,0:01:24.5,5,4 -  -  - 6 - 7 - 5,5.9,1.4
14197,서울,2014-06-22,1,4,6,빅토리블루,유미라,0:01:25.8,5,5 -  -  - 5 - 5 - 6,108.2,8.2
14198,서울,2014-06-22,1,3,,라스트다이아,송재철,,주행중지, -  -  -  -  - ,134.5,11.6
14199,서울,2014-06-22,6,14,10,담양젠틀맨,신대전,0:01:24.8,¾,13 -  -  - 14 - 14 - 12,72.9,9.8
14200,서울,2014-06-22,6,3,5,피스로이,이쿠,0:01:23.7,1,10 -  -  - 10 - 7 - 5,22.6,6.1
14201,서울,2014-06-22,5,3,1,천삼이,함완식,0:01:22.1,,2 -  -  - 3 - 3 - 1,6.8,1.6
14202,서울,2014-06-22,11,14,13,백운산성,이찬호,0:01:31.6,4,10 -  -  - 9 - 9 - 12,8.7,2.5
14203,서울,2014-06-22,11,13,9,아르고썬,신이치,0:01:30.1,½,14 -  -  - 14 - 14 - 11,160.9,39.1
14204,서울,2014-06-22,11,11,11,파워챔피언,이쿠,0:01:30.8,1¼,9 -  -  - 3 - 3 - 7,6.4,2.5
14205,서울,2014-06-22,11,9,1,베스트윈,문세영,0:01:28.6,,4 -  -  - 5 - 5 - 4,3.9,1.8
14206,서울,2014-06-22,11,8,7,싱싱이천,오경환,0:01:29.7,¾,7 -  -  - 6 - 6 - 5,132,13.3
14207,서울,2014-06-22,11,6,4,퍼펙트샤인,윤태혁,0:01:29.3,1¼,5 -  -  - 8 - 8 - 6,10.9,3
14208,서울,2014-06-22,11,2,2,선더캣,최범현,0:01:28.7,½,1 -  -  - 4 - 4 - 3,3.8,1.7
14209,서울,2014-06-22,10,12,2,남해대왕,이준철,0:01:51.1,½,9 - 9 - 9 - 9 - 9 - 3,4.2,1.5
14210,서울,2014-06-22,10,7,10,사풍독주,이강서,0:01:53.9,½,8 - 8 - 8 - 11 - 10 - 10,89.2,11.1
14211,서울,2014-06-22,3,5,1,럭키클로버,임기원,0:01:15.4,,2 -  -  - 3 - 2 - 1,2.2,1.1
14212,서울,2014-06-22,8,4,6,브라운레전드,이아나,0:01:55.5,1,6 - 6 - 7 - 8 - 10 - 8,119.9,12.3
14213,서울,2014-06-22,7,8,,동해그랜드,박상우,,출전제외, -  -  -  -  - ,0,0
14214,서울,2014-06-22,7,6,8,용왕포스,이동국,0:01:34.4,5,8 -  -  - 7 - 7 - 8,23.3,3.9
14215,서울,2014-06-22,7,1,3,명작,조한별,0:01:30.4,3,5 -  -  - 4 - 4 - 4,9.6,1.7
14216,서울,2014-06-22,6,12,,동해굿쇼,김옥성,0:01:32.6,실격,12 -  -  - 11 - 11 - 14,3.3,1.5
14217,서울,2014-06-22,5,6,3,영인알렉스,임기원,0:01:22.8,½,7 -  -  - 7 - 6 - 5,5.9,1.6
14218,서울,2014-06-22,5,5,7,릴리스러너,박현우,0:01:23.6,1¾,9 -  -  - 9 - 9 - 8,176.5,24.6
14219,서울,2014-06-22,5,1,6,신흥으뜸,윤영민,0:01:23.3,½,8 -  -  - 10 - 10 - 7,134.2,17
14220,서울,2014-06-22,4,3,7,해마루,문세영,0:01:02.7,¾,3 -  -  - 3 - 3 - 4,6.2,1.4
14221,서울,2014-06-22,4,1,4,머시앤메르시,조한별,0:01:02.3,½,8 -  -  - 8 - 9 - 8,45.6,5.6
14222,서울,2014-06-22,3,8,2,텍스트북,이쿠,0:01:15.8,2,1 -  -  - 1 - 1 - 2,8.8,2.3
