ID,RCTRCK,RACE_DE,PRDCTN_NATION_NM,SEX,AGE,BND_WT,TRNER,RCHOSE_OWNR_NM,RCHOSE_BDWGH
16617,서울,2014-09-06,한,암,,54,신삼영,김지훈,435
16618,서울,2014-09-06,한,암,,52,곽영효,백승두,466
16619,서울,2014-09-06,한,암,,54,박흥진,김광영,438
16620,서울,2014-09-06,한,암,,53,배대선,박복용,445
16621,서울,2014-09-06,한,암,,54,최상식,이기철,432
16622,서울,2014-09-06,미,암,,54,김점오,고영욱,431
16623,서울,2014-09-06,한,암,,55,서정하,변영남,448
16624,서울,2014-09-06,한,암,,53,구자흥,김호선,437
16625,서울,2014-09-06,한,암,,50,홍대유,김경민,473
16626,서울,2014-09-06,한,수,,53,지용철,정수남,489
16627,서울,2014-09-06,한,수,,55,유재길,김수경,440
16628,서울,2014-09-06,한,수,,50,이관호,차영희,437
16629,서울,2014-09-06,한,수,,57,김양선,최영열,441
16630,서울,2014-09-06,한,수,,53,양희진,박정재,490
16631,서울,2014-09-06,한,거,,57,임봉춘,박정열,435
16632,서울,2014-09-06,한,거,,57,서정하,유정희,450
16633,서울,2014-09-06,일,거,,55,김점오,백경무,461
16634,서울,2014-09-06,미,거,,55,곽영효,구본순,435
16635,서울,2014-09-06,미,거,,53,심승태,김종욱,478
16636,서울,2014-09-06,미,거,,53,신삼영,최상기,472
16637,서울,2014-09-06,한,거,,55,하재흥,김석환,456
16638,서울,2014-09-06,한,거,,54,이신영,(주)나스카,481
16639,서울,2014-09-06,한,거,,55,지용훈,조용학,467
16640,서울,2014-09-06,한,거,,56.5,양재철,김윤기,415
16641,서울,2014-09-06,한,거,,56.5,배휴준,김윤호,471
16642,서울,2014-09-06,한,거,,56.5,지용철,안대종,535
16643,서울,2014-09-06,한,거,,55,김순근,장수군청,461
16644,서울,2014-09-06,한,수,,56,정호익,최현기,467
16645,서울,2014-09-06,한,수,,52,안병기,박선주,473
16646,서울,2014-09-06,미,수,,52.5,이관호,김진엽,510
16647,서울,2014-09-06,한,수,,55,박병일,박양호,452
16648,서울,2014-09-06,미,수,,53,지용훈,조용학,445
16649,서울,2014-09-06,한,수,,52,배대선,이한목,455
16650,서울,2014-09-06,한,수,,53,임봉춘,구자선,458
16651,서울,2014-09-06,미,수,,53,이신영,김도욱,478
16652,서울,2014-09-06,한,거,,52,배휴준,황수웅,472
16653,서울,2014-09-06,미,거,,53.5,김양선,김재영,491
16654,서울,2014-09-06,미,거,,53,서정하,송진석,478
16655,서울,2014-09-06,미,거,,51,안병기,우태율,484
16656,서울,2014-09-06,미,거,,54.5,김점오,김우식,530
16657,서울,2014-09-06,미,거,,54.5,우창구,오현주,499
16658,서울,2014-09-06,한,수,,55,김호,박성구,464
16659,서울,2014-09-06,한,수,,54,하재흥,김경민,463
16660,서울,2014-09-06,한,암,,55.5,신삼영,최상기,481
16661,서울,2014-09-06,한,암,,52.5,임봉춘,장세창,470
16662,서울,2014-09-06,미,암,,51.5,서정하,송진석,475
16663,서울,2014-09-06,미,암,,53,최용구,삼정,484
16664,서울,2014-09-06,미,암,,53,지용철,최성룡,469
16665,서울,2014-09-06,호,암,,52,하재흥,이미경,508
16666,서울,2014-09-06,한,암,,54,박종곤,이도명,462
16667,서울,2014-09-06,한,암,,54,곽영효,장용석,461
16668,서울,2014-09-06,한,암,,54,유재길,이미양,475
16669,서울,2014-09-06,한,암,,54,신삼영,드림커뮤니티,472
16670,서울,2014-09-06,한,암,,51.5,지용훈,조용학,417
16671,서울,2014-09-06,한,암,,55,유재길,김수경,426
16672,서울,2014-09-06,미,암,,54,이희영,김윤구,468
16673,서울,2014-09-06,미,암,,54,최봉주,박종율,552
16674,서울,2014-09-06,미,암,,53,최용구,플래너스,467
16675,서울,2014-09-06,한,암,,54,허재영,고창범,466
16676,서울,2014-09-06,한,암,,50,강명준,장수군청,472
16677,서울,2014-09-06,한,암,,55,배휴준,이성재,506
16678,서울,2014-09-06,한,암,,50,안병기,전성열,504
16679,서울,2014-09-06,한,암,,54,송문길,박상선,447
16680,서울,2014-09-06,한,암,,54,정호익,조동식,430
16681,서울,2014-09-06,한,암,,54,박대흥,민승기,455
16682,서울,2014-09-06,한,암,,53,김동균,최임규,460
16683,서울,2014-09-06,한,암,,53,박종곤,최명균,470
16684,서울,2014-09-06,한,암,,54,김대근,고광숙,425
16685,서울,2014-09-06,한,암,,55,서범석,우빈레저,470
16686,서울,2014-09-06,한,암,,55,김윤섭,박태훈,440
16687,서울,2014-09-06,한,암,,52,양재철,함춘,419
16688,서울,2014-09-06,뉴,암,,54,손영표,조금제,473
16689,서울,2014-09-06,호,암,,53,서홍수,권용수,448
16690,서울,2014-09-06,호,거,,53,서범석,이미양,435
16691,서울,2014-09-06,한,거,,53.5,정호익,박남성,482
16692,서울,2014-09-06,한,거,,52,정호익,박종율,476
16693,서울,2014-09-06,한,거,,55,정지은,에쓰푸드홀딩스(주),439
16694,서울,2014-09-06,한,거,,55,박대흥,지원철,475
16695,서울,2014-09-06,한,거,,53,김효섭,전성희,454
16696,서울,2014-09-06,한,거,,55,손영표,김지훈,479
16697,서울,2014-09-06,한,암,,55,최영주,김용래,468
16698,서울,2014-09-06,미,암,,50,임봉춘,구자선,454
16699,서울,2014-09-06,한,암,,52,지용훈,김영진,493
16700,서울,2014-09-06,한,암,,53,서인석,구경회,489
16701,서울,2014-09-06,한,암,,51,배대선,이승근,476
16702,서울,2014-09-06,뉴,암,,51.5,지용훈,박시용,492
16703,서울,2014-09-06,한,암,,50.5,김호,김경민,458
16704,서울,2014-09-06,한,수,,54,유재길,박정열,481
16705,서울,2014-09-06,한,수,,52.5,배휴준,김윤호,472
16706,서울,2014-09-06,한,수,,55,임봉춘,로열패밀리,497
16707,서울,2014-09-06,한,수,,58,이신영,김도욱,466
16708,서울,2014-09-06,한,수,,56,안병기,박재범,484
16709,서울,2014-09-06,한,수,,51,손영표,최병권,430
16710,서울,2014-09-06,한,수,,57.5,최영주,김용래,443
16711,서울,2014-09-06,한,수,,53,안병기,이재진,492
16712,서울,2014-09-06,한,수,,51.5,김호,이종욱,474
16713,서울,2014-09-06,한,수,,55,하재흥,김영구,479
16714,서울,2014-09-06,한,수,,56.5,김호,이성헌,488
16715,서울,2014-09-06,한,수,,55.5,김호,진교원,518
16716,서울,2014-09-06,한,수,,55,심승태,장철환,466
16717,서울,2014-09-06,한,수,,56.5,홍대유,김창식,442
16718,서울,2014-09-06,미,수,,52,김호,담양군청,511
16719,서울,2014-09-06,한,수,,57,최상식,강균호,477
16720,서울,2014-09-06,한,수,,55,김학수,장석린외1인(신치구),434
16721,서울,2014-09-06,한,수,,55,김호,이성헌,485
16722,서울,2014-09-06,미,수,,52,배대선,이수홍,453
16723,서울,2014-09-06,캐,수,,55.5,지용철,곽태훈,484
16724,서울,2014-09-06,한,수,,53,배대선,박복용,501
16725,서울,2014-09-06,한,수,,55,김양선,최수군,465
16726,서울,2014-09-06,한,수,,53,김동균,이승택,468
16727,서울,2014-09-06,한,수,,52,김점오,박양호,441
16728,서울,2014-09-06,한,수,,53,서홍수,김성두,464
16729,서울,2014-09-06,미,수,,53,지용훈,오현주,431
16730,서울,2014-09-06,미,수,,57,손영표,이경호,494
16731,서울,2014-09-06,미,수,,53,김대근,최상섭,496
16732,서울,2014-09-06,한,수,,53,허재영,권용수,471
16733,서울,2014-09-06,한,수,,54,박재우,김정철,496
16734,서울,2014-09-06,한,수,,53,김대근,이종욱,484
16735,서울,2014-09-06,미,수,,55,우창구,오종택,471
16736,서울,2014-09-06,미,수,,54,하재흥,강용식,463
16737,서울,2014-09-06,한,수,,55,유재길,세계건설(주),501
16738,서울,2014-09-06,미,수,,53,홍대유,이승준,484
16739,서울,2014-09-06,한,수,,55,박재우,최몽주,466
16740,서울,2014-09-06,한,수,,53,이신영,이기훈,467
16741,서울,2014-09-06,한,수,,53,유재길,박정열,485
16742,서울,2014-09-06,한,수,,53,우창구,정기환,441
16743,서울,2014-09-06,한,수,,51,안병기,전성열,513
16744,서울,2014-09-06,한,수,,53,허재영,이장호 ,536
16745,서울,2014-09-06,한,수,,53,송문길,이수홍,488
16746,서울,2014-09-06,한,수,,53,김호,김정성,475
16747,서울,2014-09-06,한,수,,55,구자흥,이관형,510
16748,서울,2014-09-06,한,수,,57,허재영,문석현,459
16749,서울,2014-09-06,한,수,,54,박병일,윤훈현,460
16750,서울,2014-09-06,한,수,,55,서인석,최동천,470
16751,서울,2014-09-06,한,수,,54,양희진,박정재,455
16752,서울,2014-09-06,호,수,,54,우창구,명인환,497
16753,서울,2014-09-06,미,수,,53,안병기,박형인,455
16754,서울,2014-09-13,한,암,,54,배휴준,권택종,454
16755,서울,2014-09-13,한,암,,53,최용구,김병진,457
16756,서울,2014-09-13,한,암,,50,최상식,오상철,454
16757,서울,2014-09-13,한,암,,53,서인석,강용식,441
16758,서울,2014-09-13,한,암,,54,송문길,최몽주,437
16759,서울,2014-09-13,미,암,,53,배휴준,(주)비엠씨,435
16760,서울,2014-09-13,미,암,,53,구자흥,김찬영,461
16761,서울,2014-09-13,한,암,,54,안해양,김석헌,448
16762,서울,2014-09-13,미,암,,52,구자흥,권경자,462
16763,서울,2014-09-13,한,암,,52,우창구,이재진,449
16764,서울,2014-09-13,한,암,,54,김학수,(주)늘푸른목장,444
16765,서울,2014-09-13,한,암,,53,서인석,강용식,453
16766,서울,2014-09-13,한,암,,53,황영원,고제광,386
16767,서울,2014-09-13,미,암,,53,최용구,김병진,478
16768,서울,2014-09-13,한,암,,54,지용철,송석근,468
16769,서울,2014-09-13,한,암,,53,배대선,최홍일,488
16770,서울,2014-09-13,한,암,,53,황영원,이도명,403
16771,서울,2014-09-13,한,암,,55,김점오,과천시설관리공단,431
16772,서울,2014-09-13,한,수,,56.5,유재길,서부,507
16773,서울,2014-09-13,한,수,,57,김대근,김경민,457
16774,서울,2014-09-13,한,수,,53,김양선,강석대,494
16775,서울,2014-09-13,한,수,,55,곽영효,김양호,476
16776,서울,2014-09-13,한,수,,53.5,안병기,박정열,509
16777,서울,2014-09-13,미,수,,56.5,신우철,김윤호,524
16778,서울,2014-09-13,미,수,,57,서인석,박철근,505
16779,서울,2014-09-13,한,암,,51,신삼영,조창석,462
16780,서울,2014-09-13,한,암,,53,서홍수,김영구,483
16781,서울,2014-09-13,미,암,,54,김대근,고광숙,528
16782,서울,2014-09-13,캐,암,,54,심승태,조금제,428
16783,서울,2014-09-13,미,암,,53,김양선,(주)나스카,453
16784,서울,2014-09-13,한,암,,53,신삼영,최상기,485
16785,서울,2014-09-13,미,암,,54,유재길,김명식,461
16786,서울,2014-09-13,미,암,,53,서인석,삼정,467
16787,서울,2014-09-13,미,암,,53,이신영,라온건설,543
16788,서울,2014-09-13,미,암,,53,신우철,황철연,476
16789,서울,2014-09-13,미,암,,53,이관호,김창식,476
16790,서울,2014-09-13,한,암,,53,배휴준,황수웅,474
16791,서울,2014-09-13,한,암,,54,정호익,백국인,421
16792,서울,2014-09-13,한,암,,53,박희철,김재영,444
16793,서울,2014-09-13,한,암,,54,강명준,권인택,450
16794,서울,2014-09-13,한,암,,54,지용철,김선식,415
16795,서울,2014-09-13,한,암,,54,박윤규,신건호,441
16796,서울,2014-09-13,한,암,,55,홍대유,노병석,435
16797,서울,2014-09-13,한,암,,53,임봉춘,신건호,448
16798,서울,2014-09-13,한,암,,53,서범석,오상철,450
16799,서울,2014-09-13,한,암,,53,허재영,조병해,458
16800,서울,2014-09-13,한,암,,54.5,임봉춘,김순건,477
16801,서울,2014-09-13,한,암,,53.5,김순근,김창식,473
16802,서울,2014-09-13,한,암,,53,김효섭,강균호,455
16803,서울,2014-09-13,한,암,,53.5,김대근,이종욱,433
16804,서울,2014-09-13,한,암,,54,김효섭,인천연합,418
16805,서울,2014-09-13,한,암,,53.5,이희영,허남양,456
16806,서울,2014-09-13,호,암,,53.5,배대선,이승근,420
16807,서울,2014-09-13,미,암,,54,이신영,라온건설,450
16808,서울,2014-09-13,한,암,,51,손영표,최병권,463
16809,서울,2014-09-13,한,암,,51,배휴준,김윤호,499
16810,서울,2014-09-13,한,암,,52,김점오,과천시설관리공단,466
16811,서울,2014-09-13,한,암,,52,하재흥,강균호,477
16812,서울,2014-09-13,미,수,,52,유재길,권경자,459
16813,서울,2014-09-13,미,수,,53,박종곤,허남이,481
16814,서울,2014-09-13,한,수,,57.5,유재길,이건행,507
16815,서울,2014-09-13,미,수,,56,박종곤,허남이,464
16816,서울,2014-09-13,호,수,,55,우창구,김재성a,466
16817,서울,2014-09-13,미,수,,54.5,김호,이종원,521
16818,서울,2014-09-13,미,수,,54.5,임봉춘,박형인,472
16819,서울,2014-09-13,한,수,,55,김동균,김익영,490
16820,서울,2014-09-13,한,거,,54,안해양,김석헌,449
16821,서울,2014-09-13,한,거,,55,김순근,권인택,458
16822,서울,2014-09-13,한,거,,53,배대선,이승근,437
16823,서울,2014-09-13,한,거,,55,허재영,박성구,417
16824,서울,2014-09-13,한,거,,54,박희철,(주)자성실업,455
16825,서울,2014-09-13,한,거,,53,하재흥,이유환,495
16826,서울,2014-09-13,미,거,,53,안병기,우태율,507
16827,서울,2014-09-13,미,거,,57,박흥진,변완석,490
16828,서울,2014-09-13,한,거,,55,양재철,김태진,452
16829,서울,2014-09-13,한,거,,51,이희영,김동호,490
16830,서울,2014-09-13,한,거,,51,김순근,안태건,474
16831,서울,2014-09-13,한,거,,55,이관호,김진엽,510
16832,서울,2014-09-13,한,거,,53.5,박흥진,오왕근,426
16833,서울,2014-09-13,한,거,,55.5,박천서,장철환,463
16834,서울,2014-09-13,호,거,,56.5,배대선,이한목,469
16835,서울,2014-09-13,미,거,,55,배대선,박상헌,440
16836,서울,2014-09-13,한,거,,56,정호익,백국인,505
16837,서울,2014-09-13,미,거,,54,박천서,권용수,483
16838,서울,2014-09-13,미,거,,52,송문길,박복용,483
16839,서울,2014-09-13,한,수,,55,신우철,라온건설,473
16840,서울,2014-09-13,한,거,,55.5,배대선,이수홍,440
16841,서울,2014-09-13,한,거,,56.5,박병일,최현기,543
16842,서울,2014-09-13,한,거,,57.5,정호익,박정재,486
16843,서울,2014-09-13,한,거,,56,김순근,김순주,451
16844,서울,2014-09-13,한,거,,57,김순근,강충모,453
16845,서울,2014-09-13,한,거,,57,배휴준,조동식,507
16846,서울,2014-09-13,한,암,,54,박희철,이효선,445
16847,서울,2014-09-13,한,암,,54,유재길,김명식,433
16848,서울,2014-09-13,한,암,,54,하재흥,권도윤,472
16849,서울,2014-09-13,한,암,,55,서정하,이석웅 ,442
16850,서울,2014-09-13,한,암,,55,김윤섭,조창규,434
16851,서울,2014-09-13,한,암,,54,허재영,최현기,428
16852,서울,2014-09-13,한,수,,56.5,양재철,김윤기,473
16853,서울,2014-09-13,호,수,,56,곽영효,이효선,465
16854,서울,2014-09-13,한,거,,55.5,정지은,노환영,463
16855,서울,2014-09-13,한,거,,56,서정하,김창식,498
16856,서울,2014-09-13,한,거,,55.5,김동균,최상기,469
16857,서울,2014-09-13,한,거,,53.5,손영표,이재원,464
16858,서울,2014-09-13,한,거,,57,박윤규,박덕희,527
16859,서울,2014-09-13,일,수,,54.5,김점오,박양호,506
16860,서울,2014-09-13,한,수,,56,박흥진,홍상기,492
16861,서울,2014-09-13,한,수,,56,지용철,김선식,505
16862,서울,2014-09-13,한,수,,56,김대근,한일사료,492
16863,서울,2014-09-13,한,수,,56.5,심승태,광장마레,512
16864,서울,2014-09-13,한,수,,53,배대선,최홍일,473
16865,서울,2014-09-13,한,수,,55,양희진,박정재,479
16866,서울,2014-09-13,한,수,,53,이신영,라온건설,514
16867,서울,2014-09-13,한,수,,55,송문길,최종환,501
16868,서울,2014-09-13,한,수,,56,박종곤,이웅열,442
16869,서울,2014-09-13,한,수,,53,이희영,김상식,454
16870,서울,2014-09-13,한,수,,53,배대선,이광수a,501
16871,서울,2014-09-13,한,수,,53,임봉춘,구자선,463
16872,서울,2014-09-13,한,수,,53,양희진,권용수,459
16873,서울,2014-09-13,미,수,,51,신우철,선우패션,477
16874,서울,2014-09-13,미,수,,53,김윤섭,이재진,449
16875,서울,2014-09-13,미,수,,55,김순근,이윤화,486
16876,서울,2014-09-13,한,수,,53,김대근,김경민,459
16877,서울,2014-09-13,한,수,,53,김순근,박재천,466
16878,서울,2014-09-13,한,수,,54,곽영효,퓨리나코리아,465
16879,서울,2014-09-13,한,수,,52,박희철,김창희,499
16880,서울,2014-09-13,한,수,,52,서인석,우순근,479
16881,서울,2014-09-13,한,수,,57,박재우,최몽주,502
16882,서울,2014-09-13,미,수,,52.5,서범석,신준수,485
16883,서울,2014-09-13,미,수,,51.5,김호,이종원,491
16884,서울,2014-09-13,미,수,,52.5,우창구,오현주,463
16885,서울,2014-09-13,미,수,,53.5,김점오,김우식,432
16886,서울,2014-09-14,미,거,,57.5,최용구,삼정,498
16887,서울,2014-09-14,미,거,,52.5,신삼영,한영석,474
16888,서울,2014-09-14,한,거,,58,양희진,박정재,500
16889,서울,2014-09-14,한,거,,58,박윤규,오상철,453
16890,서울,2014-09-14,한,거,,58,배휴준,이성재,471
16891,서울,2014-09-14,한,거,,58,김점오,이미양,556
16892,서울,2014-09-14,한,거,,53.5,허재영,김석환,455
16893,서울,2014-09-14,한,거,,55,박대흥,이동기,470
16894,서울,2014-09-14,한,거,,58,박흥진,김도윤,462
16895,서울,2014-09-14,한,거,,53,박재우,선용호,487
16896,서울,2014-09-14,한,거,,56,김효섭,민형근,502
16897,서울,2014-09-14,한,거,,57,곽영효,안대륜,501
16898,서울,2014-09-14,한,거,,56,송문길,최홍일,444
16899,서울,2014-09-14,한,수,,53.5,박흥진,송용식,422
16900,서울,2014-09-14,미,거,,55.5,손영표,박상선,487
16901,서울,2014-09-14,한,거,,58,임봉춘,김양호,488
16902,서울,2014-09-14,한,거,,58,이관호,함운일,435
16903,서울,2014-09-14,한,거,,55.5,서정하,유정희,480
16904,서울,2014-09-14,미,수,,55,지용철,최성룡,488
16905,서울,2014-09-14,미,수,,55.5,임봉춘,박정웅,493
16906,서울,2014-09-14,미,수,,53.5,서정하,송철흠,479
16907,서울,2014-09-14,미,수,,53,임봉춘,구자선,479
16908,서울,2014-09-14,한,수,,55,배대선,최홍일,462
16909,서울,2014-09-14,한,수,,58,이관호,김재용,467
16910,서울,2014-09-14,한,수,,52.5,배휴준,오상철,479
16911,서울,2014-09-14,한,수,,53.5,서인석,박철근,481
16912,서울,2014-09-14,한,수,,53,임봉춘,신건호,540
16913,서울,2014-09-14,한,수,,55,허재영,권용수,464
16914,서울,2014-09-14,한,수,,53,최상식,장재형,454
16915,서울,2014-09-14,한,수,,55,우창구,변갑한,463
16916,서울,2014-09-14,미,수,,53,지용철,오만준,502
16917,서울,2014-09-14,미,수,,50,임봉춘,박정웅,474
16918,서울,2014-09-14,미,수,,53,배휴준,권택종,0
16919,서울,2014-09-14,한,수,,53,하재흥,김경민,479
16920,서울,2014-09-14,한,수,,50,임봉춘,권인택,460
16921,서울,2014-09-14,한,수,,57,허재영,광장마레,451
16922,서울,2014-09-14,한,수,,55,김호,김휘남,488
16923,서울,2014-09-14,한,수,,55,유재길,세계건설(주),484
16924,서울,2014-09-14,한,수,,55,신우철,장석은,430
16925,서울,2014-09-14,한,수,,53,이신영,일진코스메틱,454
16926,서울,2014-09-14,한,수,,56,최봉주,(주)케이씨피,429
16927,서울,2014-09-14,미,수,,55,김윤섭,박형인,0
16928,서울,2014-09-14,미,수,,54,지용훈,박시용,500
16929,서울,2014-09-14,미,수,,53,김순근,김재성,495
16930,서울,2014-09-14,한,수,,53,김동균,김익영,431
16931,서울,2014-09-14,한,수,,53,서인석,조금제,463
16932,서울,2014-09-14,한,암,,53,황영원,김순건,428
16933,서울,2014-09-14,한,암,,54,김양선,장석영,475
16934,서울,2014-09-14,한,암,,53,양재철,박현종,461
16935,서울,2014-09-14,한,암,,54,구자흥,지대섭,437
16936,서울,2014-09-14,미,암,,54.5,하재흥,퓨리나코리아,484
16937,서울,2014-09-14,미,암,,53.5,최상식,장재형,458
16938,서울,2014-09-14,한,암,,51,박재우,강무웅,425
16939,서울,2014-09-14,호,암,,53,하재흥,이미양,470
16940,서울,2014-09-14,미,암,,53,박병일,삼정,437
16941,서울,2014-09-14,한,암,,52,정지은,신승열,464
16942,서울,2014-09-14,일,암,,54.5,최용구,김병진,458
16943,서울,2014-09-14,미,암,,53,정호익,권경자,484
16944,서울,2014-09-14,한,암,,54,김호,김휘남,454
16945,서울,2014-09-14,한,암,,53,지용철,김선식,424
16946,서울,2014-09-14,한,암,,52,신우철,인천연합,392
16947,서울,2014-09-14,한,암,,55,배휴준,김윤호,467
16948,서울,2014-09-14,한,암,,53.5,심승태,고광숙,468
16949,서울,2014-09-14,한,암,,53,김윤섭,최장석,470
16950,서울,2014-09-14,한,암,,55,박천서,심상춘,473
16951,서울,2014-09-14,한,암,,52,박천서,이동일,448
16952,서울,2014-09-14,한,암,,53,정호익,오상철,476
16953,서울,2014-09-14,한,암,,55,안병기,이재진,504
16954,서울,2014-09-14,한,암,,55,김효섭,부창클럽,518
16955,서울,2014-09-14,미,암,,52,서인석,이일구,466
16956,서울,2014-09-14,한,암,,51,구자흥,김창희,437
16957,서울,2014-09-14,한,암,,51,김학수,홍상기,408
16958,서울,2014-09-14,한,암,,54.5,신삼영,최상기,464
16959,서울,2014-09-14,한,암,,53,서인석,박준배,448
16960,서울,2014-09-14,한,암,,54,최봉주,오호극,457
16961,서울,2014-09-14,한,암,,53,황영원,김순건,402
16962,서울,2014-09-14,한,암,,54,지용훈,박시용,442
16963,서울,2014-09-14,한,암,,55,이신영,일진코스메틱,452
16964,서울,2014-09-14,한,수,,56,김대근,현태봉,503
16965,서울,2014-09-14,미,수,,53,박희철,정동진,499
16966,서울,2014-09-14,한,암,,55,하재흥,이용대,462
16967,서울,2014-09-14,한,암,,53,강명준,강종우,399
16968,서울,2014-09-14,한,암,,54,안해양,황택영,459
16969,서울,2014-09-14,한,암,,55,양희진,강홍수,493
16970,서울,2014-09-14,한,암,,54,서홍수,허영희,453
16971,서울,2014-09-14,한,암,,53,김동균,박준배,467
16972,서울,2014-09-14,한,암,,53,서인석,민형근,446
16973,서울,2014-09-14,미,암,,53,서인석,삼정,472
16974,서울,2014-09-14,미,암,,53,안병기,우태율,469
16975,서울,2014-09-14,미,암,,52,홍대유,대한사료,415
16976,서울,2014-09-14,한,암,,54,지용철,김종식,481
16977,서울,2014-09-14,한,암,,54,안해양,이관형,455
16978,서울,2014-09-14,한,암,,54,박윤규,박덕희,462
16979,서울,2014-09-14,한,암,,54,홍대유,이종욱,429
16980,서울,2014-09-14,한,암,,53,배휴준,허영희,507
16981,서울,2014-09-14,한,암,,54,정호익,박남성,454
16982,서울,2014-09-14,한,암,,53,박윤규,박덕희,473
16983,서울,2014-09-14,한,암,,55,김점오,이건행,416
16984,서울,2014-09-14,한,암,,54,박대흥,남승현,504
16985,서울,2014-09-14,한,암,,54,양희진,고영욱,426
16986,서울,2014-09-14,한,암,,54,홍대유,(주)에이에프피,430
16987,서울,2014-09-14,한,암,,54,지용철,최성룡,446
16988,서울,2014-09-14,한,수,,55.5,박윤규,금악목장,470
16989,서울,2014-09-14,한,수,,56.5,지용철,황의영,510
16990,서울,2014-09-14,한,수,,56,김호,이상홍,459
16991,서울,2014-09-14,한,수,,56.5,정호익,박정재,494
16992,서울,2014-09-14,한,수,,56,이관호,박흥길,499
16993,서울,2014-09-14,한,수,,56.5,양희진,류재욱,495
16994,서울,2014-09-14,미,거,,51,지용훈,정수남,511
16995,서울,2014-09-14,미,거,,57.5,신우철,(주)비엠씨,521
16996,서울,2014-09-20,미,거,,55,신우철,김두식,453
16997,서울,2014-09-20,미,거,,57,김순근,세계건설(주),522
16998,서울,2014-09-20,미,거,,52,서홍수,김영구,445
16999,서울,2014-09-20,한,거,,52,서범석,(주)녹원목장,445
17000,서울,2014-09-20,한,거,,55,신우철,라온건설,461
17001,서울,2014-09-20,미,거,,51,김양선,길용우,486
17002,서울,2014-09-20,미,거,,52,김순근,이윤화,469
17003,서울,2014-09-20,한,거,,55.5,우창구,이보원,480
17004,서울,2014-09-20,한,거,,56,정호익,김근영,435
17005,서울,2014-09-20,한,거,,58,박병일,김병진,461
17006,서울,2014-09-20,한,거,,56.5,배대선,이한목,459
17007,서울,2014-09-20,한,수,,55,최용구,김호선,492
17008,서울,2014-09-20,한,수,,55,김대근,현태봉,460
17009,서울,2014-09-20,한,거,,52,최영주,김찬영,477
17010,서울,2014-09-20,미,수,,53,김양선,강석대,510
17011,서울,2014-09-20,한,수,,53,배휴준,김윤호,471
17012,서울,2014-09-20,한,수,,53,박종곤,최명균,483
17013,서울,2014-09-20,한,수,,53,김학수,(주)늘푸른목장,461
17014,서울,2014-09-20,한,수,,53,김순근,안태건,466
17015,서울,2014-09-20,한,수,,53,구자흥,이관형,437
17016,서울,2014-09-20,한,수,,53,지용철,정수남,480
17017,서울,2014-09-20,한,수,,53,박희철,오영익,446
17018,서울,2014-09-20,한,수,,53,정호익,최현기,484
17019,서울,2014-09-20,한,수,,53,정지은,함병만,486
17020,서울,2014-09-20,한,수,,55,김효섭,김선식,442
17021,서울,2014-09-20,한,수,,54,배대선,김용래,498
17022,서울,2014-09-20,한,수,,55,이관호,김창식,461
17023,서울,2014-09-20,한,수,,54,허재영,문석현,463
17024,서울,2014-09-20,한,수,,55,최봉주,오호극,509
17025,서울,2014-09-20,한,수,,53,김학수,박재범,442
17026,서울,2014-09-20,한,수,,55,홍대유,정춘복,485
17027,서울,2014-09-20,한,수,,55,박희철,경규환,506
17028,서울,2014-09-20,한,수,,55,우창구,우순근,467
17029,서울,2014-09-20,한,수,,51,정호익,박재범,480
17030,서울,2014-09-20,한,수,,57.5,김호,최종환,460
17031,서울,2014-09-20,미,수,,52,지용철,오만준,488
17032,서울,2014-09-20,한,수,,55,박윤규,박덕희,487
17033,서울,2014-09-20,한,수,,57.5,하재흥,이수행,518
17034,서울,2014-09-20,한,수,,55,박재우,최몽주,493
17035,서울,2014-09-20,한,수,,53,박병일,박양호,517
17036,서울,2014-09-20,미,수,,53.5,안병기,유무성,482
17037,서울,2014-09-20,미,수,,55,김효섭,박재율,514
17038,서울,2014-09-20,호,수,,54,하재흥,김영구,525
17039,서울,2014-09-20,한,수,,56.5,박흥진,유준환,470
17040,서울,2014-09-20,한,수,,55.5,박종곤,(주)수성,433
17041,서울,2014-09-20,한,수,,56,박재우,베스트샤인조합,505
17042,서울,2014-09-20,한,수,,58.5,박종곤,(주)늘푸른목장,452
17043,서울,2014-09-20,한,수,,55.5,김윤섭,양길순,450
17044,서울,2014-09-20,미,수,,54,이신영,(주)나스카,529
17045,서울,2014-09-20,한,수,,55.5,지용훈,이선호,520
17046,서울,2014-09-20,미,수,,53.5,안병기,전성열,470
17047,서울,2014-09-20,미,수,,56,하재흥,우순근,459
17048,서울,2014-09-20,미,수,,53.5,서정하,송진석,469
17049,서울,2014-09-20,한,수,,55,허재영,김석헌,457
17050,서울,2014-09-20,한,수,,49,김호,이종원,461
17051,서울,2014-09-20,미,수,,53,지용철,오만준,463
17052,서울,2014-09-20,미,수,,55,지용훈,이선호,567
17053,서울,2014-09-20,미,수,,54.5,서인석,강용식,465
17054,서울,2014-09-20,한,수,,55,안병기,김종철,486
17055,서울,2014-09-20,미,수,,53,신삼영,최상기,458
17056,서울,2014-09-20,미,수,,52.5,김대근,한일사료,521
17057,서울,2014-09-20,미,수,,53,지용훈,남기태,480
17058,서울,2014-09-20,한,수,,53,배휴준,최장석,458
17059,서울,2014-09-20,미,거,,57,홍대유,정안,480
17060,서울,2014-09-20,한,거,,56,구자흥,한명로,451
17061,서울,2014-09-20,미,거,,55,우창구,이보원,459
